TITOLO,ISSN
LANGUAGE AND DIALOGUE,2210-4119
LANGUAGE AND INTERCULTURAL COMMUNICATION,1470-8477
LANGUAGE IN SOCIETY,0047-4045
L'ANNALE IRSIFAR,.
L'ANNÉE SOCIOLOGIQUE,0066-2399
L'APE INGEGNOSA,1721-3967
LAPSUS,1305-6816
L'ARCHITECTURE D'AUJOURD'HUI,0003-8695
L'ARCHITETTO ITALIANO,1824-0526
L'ARCO DI GIANO,1721-0178
L'ATELIER DU CRH,1760-7914
LATIN AMERICAN PERSPECTIVES,0094-582X
LATIN AMERICAN POLITICS AND SOCIETY,1531-426X
LATIN AMERICAN POLITICS AND SOCIETY,1548-2456
LATIN AMERICANIST,1557-203X
LATINO STUDIES,1476-3435
LATINO STUDIES,1476-3443
LATINOAMERICA E TUTTI I SUD DEL MONDO,1591-3104
LAVORO E DIRITTO,1120-947X
LAVORO SOCIALE,1721-4149
LAW & SOCIETY REVIEW,0023-9216
LAW & SOCIETY REVIEW,1540-5893
LAW AND CONTEMPORARY PROBLEMS,0023-9186
LAW AND CRITIQUE,0957-8536
LAW SOCIAL INQUIRY,0897-6546
"LAW, CULTURE AND THE HUMANITIES",1743-8721
"LAW, CULTURE AND THE HUMANITIES",1743-9752
LE CARTE E LA STORIA,1123-5624
LE CERCLE HERMÉNEUTIQUE,1762-4371
LE CULTURE DELLA TECNICA,1128-2193
LE ISTITUZIONI DEL FEDERALISMO,1126-7917
LE REGIONI,0391-7576
LE TÉLÉMAQUE,1263-588X
LEA,1824-484X
LEADERSHIP AND THE HUMANITIES,2050-8727
LEADERSHIP AND THE HUMANITIES,2050-8735
LECTORA,1136-5781
L'EDUCAZIONE DEI SORDI,1120-5393
LEGAL STUDIES,0261-3875
LEGISLATIVE STUDIES QUARTERLY,0362-9805
LEGISPRUDENCE,1752-1467
LEISURE SCIENCES,0149-0400
LEISURE STUDIES,0261-4367
LEONARDO,0024-094X
LERNENDE ORGANISATION,1609-1248
LES ATELIERS DE L'ÉTHIQUE,1718-9977
LES CAHIERS ALHIM,1628-6731
LES CAHIERS DE FRAMESPA,1760-4761
LES CAHIERS DE LA SÉCURITÉ,1774-475X
LES CAHIERS DE TUNISIE,0008-0012
LES CAHIERS EUROPÉENS DE L'IMAGINAIRE,2101-6178
LES CAHIERS PHILOSOPHIQUES DE STRASBOURG,1254-5740
LES DOSSIERS DES SCIENCES DE L'ÉDUCATION,1296-2104
LES DOSSIERS DU GRIHL,1958-9247
LES ÉTUDES PHILOSOPHIQUES,0014-2166
LES POLITIQUES SOCIALES,1374-1942
LESSICO DI DIRITTO DI FAMIGLIA,1590-1440
LESSICO DI ETICA PUBBLICA,2039-2206
LETTERA INTERNAZIONALE,1592-2898
LETTERATURA & SOCIETÀ,1722-5531
LETTERATURA ITALIANA ANTICA,1129-4981
LETTERATURE D'AMERICA,1125-1743
LETTRE INTERNATIONAL,0945-5167
LETTURE URBINATI DI POLITICA E STORIA,1128-840X
L'EUROPE EN FORMATION,0014-2808
LEUSSEIN,1974-5818
LEVANTE,0024-1504
LEX ET SCIENTIA INTERNATIONAL JOURNAL,1583-039X
LEX HUMANA,2175-0947
LEXIA,1720-5298
LEXICON PHILOSOPHICUM: INTERNATIONAL JOURNAL FOR THE HISTORY OF TEXTS AND IDEAS,2283-7833
L'HOMME ET LA SOCIÉTÉ,0018-4306
L'HOMME. EUROPÄISCHE ZEITSCHRIFT FÜR FEMINISTISCHE GESCHICHTSWISSENSCHAFT,1016-362X
LIBRI E RIVISTE D'ITALIA,0024-2683
LIBYAN STUDIES,0263-7189
LIEN SOCIAL ET POLITIQUES RIAC,1204-3206
LIFE SPAN AND DISABILITY,2035-5963
LILI. ZEITSCHRIFT FUER LITERATURWISSENSCHAFT UND LINGUISTIK,0049-8653
LIMES,1124-9048
L'IMMAGINAZIONE,.
L'IMMAGINE RIFLESSA,0391-2973
L'INDICE PENALE,0019-7084
L'INDUSTRIA,0019-7416
LINGUA E STILE,0024-385X
LINGUE E LINGUAGGIO,1720-9331
LINKS,1594-5359
LITERATUR FÜR LESER,0343-1657
LITERATURE FILM QUARTERLY,0090-4260
LLL,2279-9001
LO FLAMBO'-LE FLAMBEAU,1724-9589
LO SQUADERNO,1973-9141
LOCAL GOVERNMENT STUDIES,0300-3930
LOCAL GOVERNMENT STUDIES,1743-9388
LOCKE STUDIES,1476-0290
LOCUS,1827-7772
LOGOS,0024-5887
LOGOS,0104-9933
LOGOS,1543-0820
LOGOS,1575-6866
LOGOS,1814-5914
LOGOS,1970-058X
LONGITUDE,.
L'OSPITE INGRATO,1590-5608
M@GM@,1721-9809
MAGHREB MACHREK,1762-3162
"MAGIC, RITUAL, AND WITCHCRAFT",1556-8547
MALTRATTAMENTO E ABUSO ALL'INFANZIA,1591-4267
MALTRATTAMENTO E ABUSO DELL'INFANZIA,1972-5140
MANAGEMENT LEARNING,1350-5076
MARGINALITÀ E SOCIETÀ,.
MARINE ENVIRONMENTAL RESEARCH,0141-1136
MARINE POLICY,0308-597X
MARKETING THEORY,1470-5931
MARRIAGE & FAMILY REVIEW,0149-4929
MARXISMO OGGI,2239-5253
MARXISTISCHE BLATTER,0542-7770
MASS COMMUNICATION & SOCIETY,1520-5436
MATERIA GIUDAICA,2282-4499
MATERIALI DI ESTETICA,2283-558X
MATERIALI FOUCAULTIANI,2239-5962
MATERIALI PER UNA STORIA DELLA CULTURA GIURIDICA,1120-9607
MATERIAUX POUR L'HISTOIRE DE NOTRE TEMPS,0769-3206
MÁTHESIS,0872-0215
MATHESIS - DIALOGO FRA SAPERI,1828-6054
MATICA,1450-9059
MATRIZES,1982-2073
MAX WEBER STUDIES,1470-8078
MECOSAN,1121-6921
MED.,1698-3068
MEDIA DEVELOPMENT,0143-5558
MEDIA EDUCATION,2038-3002
MEDIA INTERNATIONAL AUSTRALIA,1324-5325
"MEDIA, CULTURE AND SOCIETY",0163-4437
MEDIACIONES SOCIALES,1989-0494
MEDIAEVISTIK,0934-7453
MEDIÁLNÍ STUDIA,1801-9978
MÉDIAMORPHOSES,1626-1429
MEDIARES,1723-3437
MEDIASCAPES JOURNAL,2282-2542
MEDIC. METODOLOGIA DIDATTICA E INNOVAZIONE CLINICA,1824-3991
MEDICINA & STORIA,1722-2206
MEDICINA DEL LAVORO,0025-7818
MEDICINA DELLE DIPENDENZE,2039-7925
MEDICINA E CHIRURGIA,2279-7068
MEDICINA E MORALE,0025-7834
MEDICINA GERIATRICA,0391-4844
MEDICINA NEI SECOLI. ARTE E SCIENZA,0394-9001
"MEDICINA Y ÉTICA:REVISTA INTERNACIONAL DE BIOÉTICA, DEONTOLOGÍA Y ÉTICA MÉDICA",0188-5022
"MEDICINE, HEALTH CARE AND PHILOSOPHY",1386-7423
"MEDICINE, SCIENCE AND THE LAW",0025-8024
MEDICO E BAMBINO,1591-3090
MEDIEKULTUR,1901-9726
MEDIJSKA ISTRAŽIVANJA,1330-6928
MEDIO AMBIENTE Y URBANIZACIÓN,0328-0306
MEDIOEVO: RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,0391-2566
MEDITERRANEA,1130-6203
MEDITERRANEAN JOURNAL OF HUMAN RIGHTS,1027-4375
MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES,2039-9340
MEDITERRANEAN POLITICS,1362-9395
MEDITERRANEAN REVIEW,2005-0836
MEDITERRANEAN STUDIES,0251-3072
MEDITERRANEE REVUE GEOGRAPHIQUE DES PAYS MEDITERRANEENS,0025-8296
MEGATREND REVIEW,1820-4570
MEI ZHONG FA LÜ PING LUN,1548-6605
MEI ZHONG GONG GONG GUAN LI,1548-6591
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1123-9891
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1724-2142
MEMORIA E RICERCA,1127-0195
MEMORIA STORICA,1125-3886
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI,1826-1221
MEMORIE DELLA SOCIETÀ GEOGRAFICA ITALIANA,0391-5190
"MEMORIE E RENDICONTI - ACCADEMIA DI SCIENZE, LETTERE E BELLE ARTI DEGLI ZELANTI E DEI DAFNICI",1124-2744
MEMORIE GEOGRAFICHE,.
MEMORY STUDIES,1750-6980
MEN AND MASCULINITIES,1097-184X
MENS SANA MONOGRAPHS,0973-1229
MENTAL,1370-6063
MERCATI E COMPETITIVITÀ,1826-7386
MERCATO CONCORRENZA REGOLE,1590-5128
MERIDIANA,0394-4115
MERIDIONE. SUD E NORD NEL MONDO,1594-5472
MESOAMERICA,0252-9963
"META: RESEARCH IN HERMENEUTICS, PHENOMENOLOGY AND PRACTICAL PHILOSOPHY",2067-3655
METABASIS.IT,1828-1567
METALOGICON,1594-6916
METAVERSE CREATIVITY,2040-3550
METHODOLOGICAL INNOVATIONS ON LINE,1748-0612
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,1614-1881
METIS,1592-6311
METIS,2240-9580
MÉTIS,1677-0706
METODO,.
METODO. INTERNATIONAL STUDIES IN PHENOMENOLOGY AND PHILOSOPHY,2281-9177
MÉTROPOLES,1957-7788
MICHIGAN JOURNAL OF INTERNATIONAL LAW,1052-2867
MICRO & MACRO MARKETING,1121-4228
MICROLOGUS,1123-2560
MICROPROVINCIA,2280-6911
MIDDLE EAST CRITIQUE,1943-6149
MIDDLE EAST CRITIQUE,1943-6157
MIDDLE EAST JOURNAL OF CULTURE AND COMMUNICATION,1873-9857
MIDDLE EAST POLICY,1061-1924
MIDDLE EAST POLICY,1475-4967
MIDDLE EAST STUDIES ASSOCIATION BULLETIN,0026-3184
MIDDLE EASTERN STUDIES,0026-3206
MIGRACIONES,1138-5774
MIGRACIONES & EXILIOS,1577-3256
MIGRACIONES INTERNACIONALES,1665-8906
MIGRATION LETTERS,1741-8984
MIGRATION LETTERS,1741-8992
MIGRATION STUDIES,2049-5838
MIGRATION STUDIES,2049-5846
MIGRATIONS SOCIETE,0995-7367
MILITAIRE SPECTATOR,0026-3869
MILLENNIUM,0305-8298
MIND & SOCIETY,1593-7879
"MIND, CULTURE, AND ACTIVITY",1074-9039
MINERVA,.
MINERVA,0026-4695
MINERVA MEDICA,0026-4806
MING QING YANJIU,1724-8574
MINORI GIUSTIZIA,1121-2845
MISCELANEA COMILLAS,0210-9522
MISCELLANEA DI STUDI STORICI,0581-1643
MITTEILUNGEN,1437-2703
MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,0029-9138
MITTELWEG 36,0941-6382
MK,1594-4840
MOBILIZATION,1086-671X
MODERN ASIAN STUDIES,0026-749X
MODERN CHINA,0097-7004
MODERN HISTORICAL STUDIES,0972-6756
MODERN ITALY,1353-2944
MOLECULAR CELL,1097-2765
MONDI MIGRANTI,1972-4888
MONDO CONTEMPORANEO,1825-8905
MONTESQUIEU.IT,2037-5115
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,0027-0520
MORPHOLOGY,1871-5621
MOUNTAIN RESEARCH AND DEVELOPMENT,0276-4741
MOUNTAIN RESEARCH AND DEVELOPMENT,1994-7151
MOUSEION,1981-7207
MUENCHENER THEOLOGISCHE ZEITSCHRIFT,0580-1400
MULTITUDES,0292-0107
MULTIVERSO,1826-6010
MUNDUS,1972-7828
MUNUS,2240-4732
MUSEOLOGIA SCIENTIFICA,1123-265X
MUSICA THEORICA. SPECTRUM,1720-0903
MUSICA/REALTA',2280-4242
MUSICAE SCIENTIAE,1029-8649
NAHARAIM,1862-9148
NAN NU,1387-6805
NANOETHICS,1871-4757
NANOTECHNOLOGY PERCEPTIONS,1660-6795
NAPOLI NOBILISSIMA,0027-7835
NAQD,1111-4371
NARRARE I GRUPPI,2281-8960
NARRATIVE INQUIRY,1387-6740
NATIONAL IDENTITIES,1460-8944
NATIONALISM AND ETHNIC POLITICS,1353-7113
NATIONALITIES PAPERS,0090-5992
NATIONS AND NATIONALISM,1354-5078
NATIONS AND NATIONALISM,1469-8129
NATURAL HAZARDS,0921-030X
NATURE,0028-0836
NATURE + CULTURE,1558-6073
NATURE BIOTECHNOLOGY,1087-0156
NATURE MATERIALS,1476-1122
NAUKOVEDENIE,1607-2979
NAVEG@MÉRICA,1989-211X
NÉPRAJZI LÁTÓHATÁR,1215-8097
NEW CULTURAL FRONTIERS,2218-077X
NEW DIRECTIONS FOR CHILD AND ADOLESCENT DEVELOPMENT,1520-3247
NEW FORMATIONS,0950-2378
NEW GENETICS AND SOCIETY,1463-6778
NEW LEFT REVIEW,0028-6060
NEW MEDIA & SOCIETY,1461-4448
NEW MEDIT,1594-5685
NEW MIDDLE EASTERN STUDIES,2051-0861
NEW POLITICAL ECONOMY,1356-3467
NEW POLITICAL ECONOMY,1469-9923
NEW POLITICAL SCIENCE,0739-3148
NEW PROBLEMS OF TOURISM,1899-6280
NIETZSCHE-STUDIEN,0342-1422
NIKE,0935-2341
NIKE,1970-5514
NOESIS,1275-7691
NÓESIS,0188-9834
NOMADAS,0121-7550
NÓMADAS,1578-6730
NOMADIC PEOPLES,0822-7942
NOMADS,1889-7231
NOMOS,1807-3840
NOMOS. LE ATTUALITÀ NEL DIRITTO,1120-298X
NON PROFIT,1122-9322
"NONLINEAR DYNAMICS, PSYCHOLOGY AND LIFE SCIENCES",1090-0578
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,0899-7640
NORD E SUD,0029-1188
NORDIC JOURNAL OF INTERNATIONAL LAW,0902-7351
NORDIC STUDIES IN EDUCATION,1891-5914
NORDICUM-MEDITERRANEUM,1670-6242
NORDISK ALKOHOL- & NARKOTIKATIDSKRIFT,1455-0725
NORTHEAST AFRICAN STUDIES,0740-9133
NOTABILIS,2239-026X
NOTE ECONOMICHE,0391-8289
NOTES ET DOCUMENTS,0394-2821
NOTIZIE DI POLITEIA,1128-2401
NOTIZIE DI STORIA,1590-427X
NOVA AFRICA,1136-0437
NOVA HISTORICA,1972-0467
NOVA RELIGIO,1092-6690
NOVA RELIGIO,1541-8480
NOVARIEN,0078-253X
NOVÁTICA,0211-2124
NOVATIO IURIS,1983-2680
NOVECENTO,0752-2878
NOVOE LITERATURNOE OBOZRENIE,0869-6365
NUEVO MUNDO-MUNDOS NUEVOS,1626-0252
NUNCIUS,0394-7394
NUNTIUM,.
NUOVA ANTOLOGIA,0029-6147
NUOVA ATLANTIDE,2037-7304
NUOVA CIVILTÀ DELLE MACCHINE,1970-9714
NUOVA CORRENTE,0029-6155
NUOVA ECONOMIA E STORIA,1126-0998
NUOVA INFORMAZIONE BIBLIOGRAFICA,1824-0771
NUOVA PROSA,0394-5340
"NUOVA RASSEGNA DI LEGISLAZIONE, DOTTRINA E GIURISPRUDENZA",0392-7059
NUOVA RIVISTA STORICA,0029-6236
NUOVA STORIA CONTEMPORANEA,1126-098X
NUOVE TENDENZE DELLA PSICOLOGIA,1722-6570
NUOVI STUDI LIVORNESI,1591-7770
NUOVI STUDI POLITICI,0391-4356
NUOVO BOLLETTINO CIRSE,1972-6562
NURSE EDUCATION TODAY,0260-6917
NURSING ECONOMIC$,0746-1739
NURSING ETHICS,0969-7330
OASIS,2037-1454
OBESITY,1930-7381
OBSERVATOIRE DE LA SOCIÉTÉ BRITANNIQUE,1957-3383
OBSERVATORIO,1646-5954
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,1351-0711
OCULA,1724-7810
OFFICINA DELLA STORIA,1974-286X
OÍDLES,1988-2483
OIKONOMIA,1720-1691
OKINAWA BUNKA,0474-036X
ONLINE PROCEEDINGS OF THE MEDITERRANEAN MORPHOLOGY MEETINGS,1826-7491
OPEN HOUSE INTERNATIONAL,0168-2601
OPEN JOURNAL OF POLITICAL SCIENCE,2164-0513
ORGANIZATION,1350-5084
ORGANIZATION & ENVIRONMENT,1086-0266
ORGANIZATION SCIENCE,1047-7039
ORGANIZATION STUDIES,0170-8406
"ORGANS, TISSUES AND CELLS",1828-0595
ORIENTAMENTI PEDAGOGICI,0030-5391
ORIENTAMENTI SOCIALI SARDI,2239-0472
ORIENTE MODERNO,0030-5472
ORIGINE,2281-4922
ORIZZONTECINA,2280-8035
OSSERVATORIO ISFOL,0394-7432
OSSIMORI,1122-2581
OSTEOPOROSIS INTERNATIONAL,0937-941X
OTTAGONO,0391-7487
OTTO-NOVECENTO,0391-2639
OU. RIFLESSIONI E PROVOCAZIONI,.
OUTPUT,1826-1698
OUTRA TRAVESSIA,1807-5002
OUTRE-TERRE,1636-3671
OUTROS TEMPOS,1808-8031
"ÖZG. ÖSTERREICHISCHE ZEITSCHRIFT FÜR GESCHICHTSWISSENSCHAFTEN",1016-765X
OZS.OESTERREICHISCHE ZEITSCHRIFT FUER SOZIOLOGIE,1011-0070
PACE DIRITTI UMANI,1827-4056
PACIFIC HISTORICAL REVIEW,0030-8684
PAESAGGI / LANDSCAPES,1973-6444
PAGINE,.
PAGINE EBRAICHE,2037-1543
PAIDEUMA,0078-7809
PAKISTAN JOURNAL OF WOMEN'S STUDIES,1024-1256
PALAVER,2280-4250
PALLIATIVE MEDICINE,0269-2163
PALOMAR,1590-1831
PAMIETNIK LITERACKI,0031-0514
PANATHLON INTERNATIONAL,.
PANOPTIKON,1825-7585
PAPELES DE CUESTIONES INTERNACIONALES,1885-799X
PAPERS,0210-2862
PARADIGMI,2035-357X
"PARADIGMI, RIVISTA DI CRITICA FILOSOFICA",1120-3404
PARADOXA,1971-6311
PARAGRAFO,2240-4333
PARALLAX,1353-4645
PARAMETRO,0031-1731
PARLEMENT[S],1768-6520
PARLIAMENTARY AFFAIRS,0031-2290
PARLIAMENTARY AFFAIRS,1460-2482
"PARLIAMENTS, ESTATES AND REPRESENTATION",0260-6755
PAROL,1126-7224
PAROLA E STORIA,1972-8948
PAROLE RUBATE. RIVISTA INTERNAZIONALE DI STUDI SULLA CITAZIONE,2039-0114
PAROLECHIAVE,1122-5300
PARTECIPAZIONE E CONFLITTO,1972-7623
PARTECIPAZIONE E CONFLITTO,2035-6609
PARTY POLITICS,1354-0688
PASOS,1695-7121
PASSAGGI,1826-5219
PASSATO E PRESENTE,.
PASSATO E PRESENTE,1120-0650
PAST & PRESENT,0031-2746
PATRIMOINE DE L'INDUSTRIE,1296-7750
PEACE AND CONFLICT,1078-1919
PEACE AND SECURITY,1028-4885
"PEACE ECONOMICS, PEACE SCIENCE AND PUBLIC POLICY",1554-8597
"PEACE ECONOMICS, PEACE SCIENCE, AND PUBLIC POLICY",1079-2457
PEACE REVIEW,1040-2659
PEDAGOGIA PIÙ DIDATTICA,1973-7181
PEDAGOGIKA,0861-3982
PEDAGOGIKA,1392-0340
PEDAGOGIKA,1560-1374
PEDAGOGIKA.IT,1593-2559
PENSAR LA PUBLICIDAD,1887-8598
PENSIERO POLITICO MEDIEVALE,1825-2338
PER LA FILOSOFIA,0394-4131
PERCORSI COSTITUZIONALI,1974-1928
PERFILES LATINOAMERICANOS,0188-7653
PERFORMANCE RESEARCH,1352-8165
PERIFERIA,1974-0530
PERSONA Y DERECHO,0211-4526
PERSONAL AND UBIQUITOUS COMPUTING,1617-4909
"PERSONE, IMPRESE & ISTITUZIONI",1591-2264
PERSPECTIVAS,1646-2157
PERSPECTIVAS DE LA COMUNICACIÓN,0718-4867
PERSPECTIVAS DOCENTES,0188-3313
PERSPECTIVES,2009-1842
PERSPECTIVES ON EUROPE,2165-8447
PERSPECTIVES ON EUROPEAN POLITICS AND SOCIETY,1568-0258
PERSPECTIVES ON EUROPEAN POLITICS AND SOCIETY,1570-5854
PERSPECTIVES ON FEDERALISM,2036-5438
PERSPECTIVES ON GLOBAL DEVELOPMENT AND TECHNOLOGY,1569-1500
PERSPECTIVES ON POLITICS,1537-5927
PERSPEKTIVEN DER WIRTSCHAFTSPOLITIK,1465-6493
PERUSIA,2239-9607
PHENOMENOLOGY AND MIND,2239-4028
PHILOSOPHIA,0048-3893
PHILOSOPHIA,1574-9274
PHILOSOPHIA,2240-2497
PHILOSOPHICA,0379-8402
PHILOSOPHICAL EXPLORATIONS,1386-9795
PHILOSOPHICAL NEWS,2037-6707
PHILOSOPHICAL NEWS,2039-7194
PHILOSOPHICAL PRACTICE,1742-8181
PHILOSOPHICAL READINGS,2036-4989
PHILOSOPHICAL WRITINGS,1361-9365
PHILOSOPHISCHER LITERATURANZEIGER,0031-8175
PHILOSOPHISCHES JAHRBUCH,0031-8183
PHILOSOPHY,0031-8191
PHILOSOPHY,1469-817X
PHILOSOPHY & PUBLIC AFFAIRS,0048-3915
PHILOSOPHY & SOCIAL CRITICISM,0191-4537
PHILOSOPHY & SOCIAL CRITICISM,1461-734X
PHILOSOPHY AND LITERATURE,0190-0013
PHILOSOPHY AND PUBLIC AFFAIRS,1088-4963
PHILOSOPHY FOR BUSINESS,2043-0736
PHILOSOPHY IN REVIEW,1206-5269
PHILOSOPHY OF THE SOCIAL SCIENCES,0048-3931
PHILOSOPHY OF THE SOCIAL SCIENCES,1552-7441
PHYSICA. A,0378-4371
PHYSICAL MEDICINE AND REHABILITATION,0888-7357
PIRANDELLIANA,1971-9035
PITTURA ANTICA,1827-3629
PL.IT,2384-9266
PLANUM,1723-0993
PLANUNGSRUNDSCHAU,1617-7037
PLAT QUADERNI,1826-2619
PLOS ONE,1932-6203
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,0030-8129
POÉTICAS VISUAIS,2177-5745
POETICS,0304-422X
POIÉSIS,2179-2534
POIESIS & PRAXIS,1615-6617
POIETICA,1120-7515
POL.IS,.
PÔLE SUD,1262-1676
PÔLE SUD,1960-6656
PÓLEMOS,2035-5262
POLICY & SOCIETY,1449-4035
POLICY AND POLITICS,0305-5736
POLICY AND POLITICS,1470-8442
POLICY SCIENCES,0032-2687
POLICY SCIENCES,1573-0891
POLICY STUDIES,0144-2872
POLICY STUDIES,1470-1006
POLICY STUDIES JOURNAL,0190-292X
POLICY STUDIES JOURNAL,1541-0072
POLI-FEMO,2037-6847
POLIS,1120-9488
POLISH JOURNAL OF PHILOSOPHY,1897-1652
POLISH SOCIOLOGICAL REVIEW,1231-1413
POLITEIA,0303-9757
POLITICA & SOCIETÀ,.
POLITICA & SOCIETÀ,2240-7901
POLITICA AGRICOLA INTERNAZIONALE,1722-4365
POLITICA DEL DIRITTO,0032-3063
POLITICA E ORGANIZZAZIONE,.
POLITICA E RELIGIONE. ANNUARIO DI TEOLOGIA POLITICA,2239-6098
POLITICA ECONOMICA,1120-9496
POLITICA IN ITALIA,1120-950X
POLITICA INTERNAZIONALE,0032-3101
POLITICA INTERNAZIONALE,0393-3024
POLÍTICA Y SOCIEDAD,1130-8001
POLITICAL ANALYSIS,1047-1987
POLITICAL ANALYSIS,1476-4989
POLITICAL AND LEGAL ANTHROPOLOGY REVIEWS,1081-6976
POLITICAL BEHAVIOR,0190-9320
POLITICAL BEHAVIOR,1573-6687
POLITICAL COMMUNICATION,1058-4609
POLITICAL COMMUNICATION,1091-7675
POLITICAL GEOGRAPHY,0962-6298
POLITICAL PSYCHOLOGY,0162-895X
POLITICAL PSYCHOLOGY,1467-9221
POLITICAL QUARTERLY,1467-923X
POLITICAL RESEARCH QUARTERLY,1065-9129
POLITICAL SCIENCE,0032-3187
POLITICAL SCIENCE QUARTERLY,0032-3195
POLITICAL STUDIES,0032-3217
POLITICAL STUDIES,1467-9248
POLITICAL STUDIES REVIEW,1478-9299
POLITICAL STUDIES REVIEW,1478-9302
POLITICAL THEORY,0090-5917
POLITICAL THEORY,1552-7476
POLITIČESKAÂ NAUKA,1998-1775
POLITICHE E RETI PER LO SVILUPPO,1825-0769
POLITICHE SANITARIE,1590-069X
POLITICHE SOCIALI E SERVIZI,1128-546X
POLITICS,0263-3957
POLITICS & GENDER,1743-923X
POLITICS & GENDER,1743-9248
POLITICS & POLICY,1747-1346
POLITICS & SOCIETY,0032-3292
POLITICS IN CENTRAL EUROPE,1801-3422
"POLITICS, PHILOSOPHY AND ECONOMICS",1470-594X
POLITIIKKA,0032-3365
POLITIKJA,2225-6458
POLITIKOLOGIJA RELIGIJE,1820-6581
POLITIKON,1583-3984
POLITIQUE AFRICAINE,0244-7827
POLITIQUES D'ÉDUCATION ET DE FORMATION,1377-3488
POLITIQUES ET MANAGEMENT PUBLIC,0758-1726
POLITISCHE VIERTELJAHRESSCHRIFT,0032-3470
POLITIX,0295-2319
POLITIX,1953-8286
POLITTICO,1594-1663
POLITY,0032-3497
POLYGRAPH,1533-9793
POPULAR MUSIC,0261-1430
POPULATION AND DEVELOPMENT REVIEW,0098-7921
POPULATION RESEARCH AND POLICY REVIEW,0167-5923
POPULATION REVIEW,1549-0955
POPULATION SPACE & PLACE,1544-8444
PORTUGUESE JOURNAL OF SOCIAL SCIENCE,1476-413X
PORTUGUESE STUDIES,0267-5315
POST FILOSOFIE,1827-5133
POSTCOLONIAL STUDIES,1368-8790
POSTCOLONIAL STUDIES,1466-1888
POSTCOLONIAL TEXT,1705-9100
POST-SOVIET AFFAIRS,1060-586X
POUVOIRS,0152-0768
PQM,1591-5565
PRAGMATICS,1018-2101
PRAGMATICS & COGNITION,0929-0907
PRAGYAA: THE JOURNAL OF MANAGEMENT,0975-9603
PRAKTICNA FILOSOFIA,.
PRATIQUES EN SANTÉ MENTALE,1286-1286
PRIMARY CARE & COMMUNITY PSYCHIATRY,1746-8841
PRISMA,0393-9049
PROBLEMATA,.
PROBLÈMES POLITIQUES ET SOCIAUX. ARTICLES ET DOCUMENTS D'ACTUALITÉ MONDIALE,0015-9743
PROBLEMI DELL'INFORMAZIONE,0390-5195
PROBLEMS OF POST-COMMUNISM,1075-8216
PROCEDIA: SOCIAL & BEHAVIORAL SCIENCES,1877-0428
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS. URBAN DESIGN AND PLANNING,1755-0793
PROCESSI STORICI E POLITICHE DI PACE,2036-7120
PROFESSIONI INFERMIERISTICHE,0033-0205
PROFESSIONS AND PROFESSIONALISM,1893-1049
PROGRESS IN HUMAN GEOGRAPHY,0309-1325
PROMETHEUS,0810-9028
PROPOSTE E RICERCHE,0392-1794
PROSPECTS,0361-2333
PROSPERO,1123-2684
PROSPETTIVA EP,1125-3975
PROSPETTIVA PERSONA,1126-5191
PROSPETTIVE SOCIALI E SANITARIE,0393-9510
PROVE DI DRAMMATURGIA,1592-6680
PRZEGLAD SOCJOLOGICZNY,0033-2356
PS - POLITICAL SCIENCE AND POLITICS,1537-5935
"PS, POLITICAL SCIENCE & POLITICS",1049-0965
PSICHE,1721-0372
PSICHIATRIA DELL'INFANZIA E DELL'ADOLESCENZA,0393-361X
PSICOANALISI E METODO,2038-422X
PSICOANALISI FORENSE,1591-2795
PSICOLOGIA CLINICA DELLO SVILUPPO,1824-078X
PSICOLOGIA CONTEMPORANEA,0390-346X
PSICOLOGIA DELLA SALUTE,1721-0321
PSICOLOGIA DELL'EDUCAZIONE E DELLA FORMAZIONE,1128-6881
PSICOLOGIA DI COMUNITÀ,1827-5249
PSICOLOGIA SCOLASTICA,1721-9795
PSICOLOGIA SOCIALE,0394-7904
PSICOLOGIA SOCIALE,1827-2517
PSICOPATOLOGIA COGNITIVA,.
PSICOTERAPIA,1123-766X
PSICOTERAPIA E SCIENZE UMANE,0394-2864
PSYCHE,0033-2623
PSYCHNOLOGY,1720-7525
PSYCHOLOGICA,0871-4657
PSYCHOLOGIE ET SOCIÉTÉ,1636-9416
PUBLIC,0845-4450
PUBLIC,2013-2506
PUBLIC,2013-2522
PUBLIC ADMINISTRATION,0033-3298
PUBLIC ADMINISTRATION,1467-9299
PUBLIC ADMINISTRATION AND DEVELOPMENT,0271-2075
