TITOLO,ISSN
REVUE DE MÉTAPHYSIQUE ET DE MORALE,0035-1571
REVUE DE PALÉOBIOLOGIE,0253-6730
"REVUE DE PHILOLOGIE, DE LITTERATURE ET D'HISTOIRE ANCIENNES",0035-1652
REVUE DE QUMRÂN,0035-1725
REVUE DE SÉMANTIQUE ET PRAGMATIQUE,1285-4093
REVUE D'EGYPTOLOGIE,0035-1849
REVUE DES ARCHEOLOGUES ET HISTORIENS D'ART DE LOUVAIN,0080-2530
REVUE DES ETUDES ANCIENNES,0035-2004
REVUE DES ÉTUDES ARMÉNIENNES,0080-2549
REVUE DES ÉTUDES BYZANTINES,0766-5598
REVUE DES ÉTUDES GRECQUES,0035-2039
REVUE DES ÉTUDES ITALIENNES,0035-2047
REVUE DES ÉTUDES JUIVES,0484-8616
REVUE DES ÉTUDES LATINES,0373-5737
REVUE DES ETUDES SLAVES,0080-2557
REVUE DES ÉTUDES SLAVES,2117-718X
REVUE DES ÉTUDES TARDO-ANTIQUES,2115-8266
REVUE DES LANGUES ROMANES,0223-3711
REVUE DES SCIENCES HUMAINES,0035-2195
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,0035-2209
REVUE D'ÉTUDES AUGUSTINIENNES ET PATRISTIQUES,1768-9260
REVUE D'ÉTUDES TIBÉTAINES,1768-2959
REVUE D'HISTOIRE DES CHEMINS DE FER,0996-9403
REVUE D'HISTOIRE DES SCIENCES HUMAINES,1622-468X
REVUE D'HISTOIRE DES TEXTES,0373-6075
REVUE D'HISTOIRE DU THÉÂTRE,1291-2530
REVUE D'HISTOIRE ECCLÉSIASTIQUE,0035-2381
REVUE D'HISTOIRE LITTÉRAIRE DE LA FRANCE,0035-2411
REVUE D'HISTOIRE MAGHREBINE,0330-8987
REVUE D'INTELLIGENCE ARTIFICIELLE,0992-499X
REVUE DU MONDE MUSULMAN ET DE LA MEDITERRANEE,0997-1327
REVUE DU RHUMATISME,1169-8330
REVUE EUROPÉENNE DES ÉTUDES HÉBRAÏQUES,1280-9640
REVUE FLAUBERT,2104-3345
REVUE FORA !,1954-3506
REVUE FRANÇAISE DE LINGUISTIQUE APPLIQUÉE,1386-1204
REVUE FRANÇAISE DE LINGUISTIQUE APPLIQUÉE,1875-368X
REVUE FRANCAISE D'ETUDES AMERICAINES,0397-7870
REVUE GEOGRAPHIQUE DE L'EST,0035-3213
REVUE GERMANIQUE INTERNATIONALE,1253-7837
REVUE HISTORIQUE,0035-3264
REVUE HISTORIQUE DE DROIT FRANÇAIS ET ÉTRANGER,0035-3280
REVUE INTERNATIONAL HENRY BAUCHAU,2033-477X
REVUE INTERNATIONALE DES DROITS DE L'ANTIQUITÉ,0772-9235
REVUE INTERNATIONALE D'ÉTUDES EN LANGUES MODERNES APPLIQUÉES,1844-5586
REVUE ITALIENNE D'ÉTUDES FRANÇAISES,2240-7456
REVUE NUMISMATIQUE,0484-8942
REVUE ROMANE,0035-3906
REVUE ROMANE,1600-0811
REVUE ROUMAINE DE LINGUISTIQUE,0035-3957
REVUE SEPTET,1962-4220
REVUE TAL,1965-0906
REVUE TUNISIENNE D'ARCHÉOLOGIE,2233-2944
REVUE VERLAINE,1247-5351
REVUE VOLTAIRE,1633-1117
REVUE VOLTAIRE,2275-2676
RGG. RIVISTA DI GRAMMATICA GENERATIVA,1122-4428
RHEINISCHES MUSEUM FÜR PHILOLOGIE,0035-449X
RHESIS,2037-4569
RHETORICA,0734-8584
RHETORICA,1533-8541
RHEUMATOLOGY,1462-0324
RHR,1771-1347
RICCHE MINERE,2284-1717
RICERCA & FUTURO,1126-795X
RICERCHE DI EGITTOLOGIA E DI ANTICHITÀ COPTE,.
RICERCHE DI PEDAGOGIA E DIDATTICA,1970-2221
RICERCHE DI S/CONFINE,2038-8411
RICERCHE DI STORIA DELL'ARTE,0392-7202
RICERCHE DI STORIA POLITICA,1120-9526
RICERCHE DI STORIA SOCIALE E RELIGIOSA,0392-1581
RICERCHE PEDAGOGICHE,1971-5706
RICERCHE SLAVISTICHE,0391-4127
RICERCHE STORICHE,0392-162X
RICERCHE STORICHE SULLA CHIESA AMBROSIANA,.
RICERCHE TEOLOGICHE,1120-8333
"RID, RIVISTA ITALIANA DI DIALETTOLOGIA",1122-6331
RIFD. RIVISTA INTERNAZIONALE DI FILOSOFIA DEL DIRITTO,1593-7135
RIFORMA E DIDATTICA,1128-9031
RIGA,1828-4906
RIJEČ,1330-917X
RILCE,0213-2370
RIME – RIVISTA DELL’ISTITUTO DI STORIA DELL’EUROPA MEDITERRANEA,2035-794X
RINASCIMENTO,0080-3073
RINASCIMENTO MERIDIONALE,2038-6680
RIO DE LA PLATA,0982-0582
RISCONTRI,0392-5080
RISL,1129-9401
RITM,1166-2212
RITSUMEIKAN GENGO BUNKA KENKYŪ,0915-7816
RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713
RIVISTA,2039-1390
RIVISTA ABRUZZESE,0035-5739
RIVISTA ARCHEOLOGICA DELL'ANTICA PROVINCIA E DIOCESI DI COMO,1124-3147
RIVISTA BIBLICA,0035-5798
RIVISTA BIELLESE,2039-9359
RIVISTA CRITICA DEL DIRITTO PRIVATO,1123-1025
RIVISTA D'ARTE,1122-0732
RIVISTA DEGLI STUDI ORIENTALI,0392-4866
RIVISTA DEL CINEMATOGRAFO,1827-5184
RIVISTA DEL GALILEI,.
RIVISTA DELL' ISTITUTO NAZIONALE DI ARCHEOLOGIA E STORIA DELL' ARTE,0392-5285
RIVISTA DELLA STAZIONE SPERIMENTALE DEL VETRO,0391-4259
RIVISTA DELL'ISTITUTO NAZIONALE D'ARCHEOLOGIA E STORIA DELL'ARTE,2037-6634
RIVISTA DI ANALISI E TEORIA MUSICALE,1724-238X
RIVISTA DI ANTROPOLOGIA,0085-5723
RIVISTA DI ARCHEOLOGIA,0392-0895
RIVISTA DI ARCHEOLOGIA CRISTIANA,0035-6042
RIVISTA DI CULTURA CLASSICA E MEDIOEVALE,0035-6085
RIVISTA DI DIRITTO ELLENICO,2239-6675
RIVISTA DI DIRITTO ROMANO,1720-3694
RIVISTA DI EPISTEMOLOGIA DIDATTICA,1974-1162
RIVISTA DI ESTETICA,0035-6212
RIVISTA DI FILOLOGIA COGNITIVA,1724-5869
RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA,0035-6220
RIVISTA DI FILOLOGIA E LETTERATURE ISPANICHE,1591-2922
RIVISTA DI FILOSOFIA,0035-6239
RIVISTA DI FILOSOFIA NEO-SCOLASTICA,0035-6247
RIVISTA DI LETTERATURA ITALIANA,0392-825X
RIVISTA DI LETTERATURA ITALIANA,1724-0638
RIVISTA DI LETTERATURA TEATRALE,1973-7602
RIVISTA DI LETTERATURA TEATRALE,2035-3553
RIVISTA DI LETTERATURE MODERNE E COMPARATE,0391-2108
RIVISTA DI LINGUISTICA (ITALIAN JOURNAL OF LINGUISTICS),1120-2726
RIVISTA DI PSICOANALISI,0035-6492
RIVISTA DI PSICOLINGUISTICA APPLICATA,1592-1328
RIVISTA DI PSICOLOGIA ANALITICA,0392-9787
RIVISTA DI SCIENZE DELL'EDUCAZIONE,0393-3849
RIVISTA DI SCIENZE PREISTORICHE,0035-6514
RIVISTA DI STORIA DEL CRISTIANESIMO,1827-7365
RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557
RIVISTA DI STORIA DELLA FILOSOFIA,0393-2516
RIVISTA DI STORIA DELLA MEDICINA,0035-6565
RIVISTA DI STORIA DELLA MINIATURA,1126-4772
RIVISTA DI STORIA DELL'AGRICOLTURA,0557-1359
RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573
RIVISTA DI STORIA ECONOMICA,0393-3415
RIVISTA DI STORIA FINANZIARIA,1721-6060
"RIVISTA DI STORIA, ARTE, ARCHEOLOGIA PER LE PROVINCE DI ALESSANDRIA E DI ASTI",2035-8644
RIVISTA DI STUDI BIZANTINI E NEOELLENICI,0557-1367
RIVISTA DI STUDI CANADESI,1120-3420
RIVISTA DI STUDI DANTESCHI,1594-1000
RIVISTA DI STUDI FENICI,0390-3877
RIVISTA DI STUDI INDO-MEDITERRANEI,2279-7025
RIVISTA DI STUDI ITALIANI,0821-3216
RIVISTA DI STUDI ITALIANI,1916-5412
RIVISTA DI STUDI LIGURI,0035-6603
RIVISTA DI STUDI POMPEIANI,1120-3579
RIVISTA DI STUDI PORTOGHESI E BRASILIANI,1129-4205
RIVISTA DI STUDI SUDASIATICI,1970-9501
RIVISTA DI STUDI SUDASIATICI,1970-951X
RIVISTA DI STUDI SULLO STATO,2038-4882
RIVISTA DI STUDI TESTUALI,1593-7259
RIVISTA DI TEOLOGIA DELL'EVANGELIZZAZIONE,2281-9347
RIVISTA DI TEOLOGIA MORALE,0391-0946
RIVISTA DI TOPOGRAFIA ANTICA,1121-5275
RIVISTA GEOGRAFICA ITALIANA,0035-6697
RIVISTA INGAUNA E INTEMELIA,1122-2107
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2039-4667
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2239-2629
RIVISTA INTERNAZIONALE DI MUSICA SACRA,0394-6282
RIVISTA INTERNAZIONALE DI TECNICA DELLA TRADUZIONE,1722-5906
RIVISTA ITALIANA DI ACUSTICA,0393-1110
RIVISTA ITALIANA DI CONFLITTOLOGIA,1971-1921
RIVISTA ITALIANA DI FILOSOFIA DEL LINGUAGGIO,2036-6728
RIVISTA ITALIANA DI LETTERATURA DIALETTALE,.
RIVISTA ITALIANA DI LINGUISTICA E DI DIALETTOLOGIA,1128-6369
RIVISTA ITALIANA DI MUSICOLOGIA,0035-6867
RIVISTA ITALIANA DI NUMISMATICA E SCIENZE AFFINI,1126-8700
RIVISTA ITALIANA DI ONOMASTICA,1124-8890
RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA,0035-6883
RIVISTA ITALIANA DI STUDI CATALANI,2279-8781
RIVISTA ITALIANA DI STUDI NAPOLEONICI,0035-6913
RIVISTA LASALLIANA,1826-2155
RIVISTA LITURGICA,0035-6956
RIVISTA MUSEO TORINO,2038-4068
RIVISTA PASCOLIANA,1120-8856
RIVISTA PER LE MEDICAL HUMANITIES,1661-9986
"RIVISTA SCUOLA IAD. MODELLI, POLITICHE R&T",2036-9646
RIVISTA STORICA DELL'ANTICHITA',0300-340X
RIVISTA STORICA ITALIANA,0035-7073
RIVISTA TEOLOGICA DI LUGANO,1420-6730
RLA,0033-698X
RM RIVISTA,1593-2214
ROCK ART RESEARCH,0813-0426
ROCZNIK ORIENTALISTYCZNY,0080-3545
ROCZNIKI HUMANISTYCZNE,0035-7707
ROLSA,1724-7152
ROMA MODERNA E CONTEMPORANEA,1122-0244
ROMAGNA ARTE E STORIA,0393-0238
ROMAN 20-50,0295-5024
ROMANCE NOTES,0035-7995
ROMANCE PHILOLOGY,0035-8002
ROMANCE PHILOLOGY,2295-9017
ROMANCE QUARTERLY,0883-1157
ROMANCE STUDIES,0263-9904
ROMANESKE,0772-6406
ROMANIA,0035-8029
ROMÂNIA LITERARĂ,1220-6318
ROMÀNIA ORIENTALE,1121-4015
ROMANIC REVIEW,0035-8118
ROMÂNICA,0872-5675
ROMANICA SILESIANA,1898-2433
ROMÁNICO,1885-8651
ROMANISCHE FORSCHUNGEN,0035-8126
ROMANISCHE FORSCHUNGEN,1864-0737
ROMANISTIK IN GESCHICHTE UND GEGENWART,0947-0565
ROMANISTISCHE ZEITSCHRIFT FUR LITERATURGESCHICHTE,0343-379X
ROMANISTISCHES JAHRBUCH,1613-0413
ROMANO-ARABICA,1582-6953
ROMANOBARBARICA,0391-285X
ROMANTICISM,1354-991X
ROMANTISME,0048-8593
ROMISCHE HISTORISCHE MITTEILUNGEN,0080-3790
RŐMISCHE QUARTALSCHRIFT FŰR CHRISTLICHE ALTERTUMSKUNDE UND KIRCHENGESCHICHTE,0035-7812
ROMISCHES JAHRBUCH DER BIBLIOTHECA HERTZIANA,0940-7855
RONSARD KENKYU,0916-0817
ROSSIJA XXI,0869-8503
RR. ROMA NEL RINASCIMENTO,2036-2463
RSA JOURNAL,1592-4467
RSA. RIVISTA DI STUDI ANGLO-AMERICANI,1591-7320
RSB. RICERCHE STORICO BIBLICHE,0394-980X
RSEI. REVISTA DE LA SOCIEDAD ESPAÑOLA DE ITALIANISTAS,1576-7787
RSSI. RECHERCHES SÉMIOTIQUES. SEMIOTIC INQUIRY,0229-8651
RSU. RIVISTA DI STUDI UNGHERESI,1125-520X
RSV. RIVISTA DI STUDI VITTORIANI,1128-2290
RUCH LITERACKI,0035-9602
RUCH MUZYCZNY,0035-9610
RUDIAE,1124-5344
RUE DESCARTES,1144-0821
RUNDSCHRIFT,1729-4444
RUSSIAN LINGUISTICS,0304-3487
RUSSIAN LINGUISTICS,1572-8714
RUSSIAN LITERATURE,0304-3479
RUSSICA ROMANA,1128-6377
RUSSKAÂ SLOVESNOST',0868-9539
RUSSKAJA LITERATURA,0131-6095
RUSSKIJ ÂZYK V NAUČNOM OSVEŜENII,1681-1062
RUSSKIJ ÂZYK V ŠKOLE,0131-6141
RUSSKIJ JAZYK ZA RUBEZOM,0131-615X
S&F SCIENZAEFILOSOFIA.IT.,2036-2927
SACRA DOCTRINA,0036-2190
SACRA SCAENA,.
SACRIS ERUDIRI,0771-7776
"SAGA-BOOK (VIKING SOCIETY FOR NORTHERN RESEARCH, UNIVERSITY COLLEGE LONDON)",0305-9219
SAGGI CHILD DEVELOPMENT & DISABILITIES,0390-5179
SAGGI E MEMORIE DI STORIA DELL'ARTE,0392-713X
SAGGI E RICERCHE DI LETTERATURA FRANCESE,0581-2917
SAGUNTUM,0210-3729
SAHARA,1120-5679
SAIKOANARITIKARU EIBUNGAKU RONSŌ,0386-6009
SALESIANUM,0036-3502
SALINA,1137-6651
SALZBURGER BEITRAEGE ZUR PARACELSUSFORSCHUNG,0259-0794
SAMBHASA,0285-7154
SAMNIUM,0391-8718
SAN JUAN DE LA CRUZ,1130-5053
SANCTORUM,1824-2367
SANDALION,0392-5099
SANS SOLEIL,2014-1874
SANTO,0391-7819
"SARDINIA, CORSICA ET BALEARES ANTIQUAE",1724-6148
SARGASSO,1060-5533
SATI,.
SATURA,.
SBORNÍK PRACÍ FILOZOFICKÉ FAKULTY BRNENSKÉ UNIVERZITY. RADA JAZYKOVEDNÁ,0231-7567
SBORNÍK PRACÍ FILOZOFICKÉ FAKULTY BRNĚNSKÉ UNIVERZITY. ŘADA KLASICKÁ,1211-6335
SCAFFALE APERTO,2038-7164
SCANDINAVIAN STUDIES,0036-5637
SCANDO-SLAVICA,0080-6765
SCENA,0036-5734
SCENAE,1826-7963
SCENARIO,1079-6851
SCENARIO,1649-8526
SCHEDE MEDIEVALI,0392-5404
SCHEDE UMANISTICHE,1122-6323
SCHEDE UMANISTICHE,1825-9596
SCHERIA,1122-1852
SCHIFANOIA,0394-5421
SCHIFANOIA,2038-6591
SCHOLA SALERNITANA: ANNALI,1590-7937
SCHOLIA,1018-9017
SCHOLIA,1972-0483
SCHOLION,1424-1854
SCHWEIZER MONATSHEFTE,0036-7400
SCHWEIZER MUNZBLATTER,0016-5565
SCHWEIZER MUSIKPÄDAGOGISCHE BLÄTTER,1421-5292
SCHWEIZERISCHE NUMISMATISCHE RUNDSCHAU,0035-4163
SCIENCE,0036-8075
SCIENCE,1095-9203
SCIENCE AND TECHNOLOGY FOR CULTURAL HERITAGE,1121-9122
SCIENCE AND TECHNOLOGY FOR CULTURAL HERITAGE,1724-1847
SCIENCE AS CULTURE,0950-5431
SCIENCE-FICTION STUDIES,0091-7729
SCIENCES DE LA SOCIÉTÉ,1168-1446
SCIENTIA POETICA,1431-5041
SCIENTIA POETICA,1868-9418
SCIENTIA TRADUCTIONIS,1980-4237
SCIENZA E PACE,.
SCIENZA E SOCIETÀ,.
SCIENZE DELL'ANTICHITÀ,1123-5713
SCIENZE UMANISTICHE,.
SCOTTISH LANGUAGE,0264-0198
SCOTTISH STUDIES REVIEW,1475-7737
SCREEN CITY,2281-1516
SCREEN CITY,2281-2210
SCREENING THE PAST,1328-9756
SCRINIUM,1817-7530
SCRIPTA,1971-9027
SCRIPTA CLASSICA ISRAELICA,0334-4509
SCRIPTA ISLANDICA,0582-3234
SCRIPTAMANENT.NET,1824-5110
SCRIPTORIUM,0036-9772
SCRIPTURA,1130-961X
SCRITTURE MIGRANTI,2037-5042
SCULPTURE JOURNAL,1366-2724
SCUOLA DELL'INFANZIA,1590-3206
SCUOLA E CITTÀ,0036-9853
SCUOLA E LINGUE MODERNE,2281-5953
SECOND LANGUAGE RESEARCH,0267-6583
SEDIMENTOLOGY,1365-3091
SEFARAD,0037-0894
SEFER YUHASIN,2281-6062
SEGNI E COMPRENSIONE,1121-6530
SEGNO,0391-3910
SEGNO E TESTO,2037-0245
SEGNOCINEMA,0393-3865
SEGUNDAS LENGUAS E INMIGRACIÓN EN RED,1989-1954
SEIA,1126-3393
SEICENTO E SETTECENTO,1828-2148
SEICENTO E SETTECENTO,1971-8330
SEIZIÈME SIÈCLE,1774-4466
SELIM. SOCIEDAD ESPAÑOLA DE LENGUA Y LITERATURA INGLESA MEDIEVAL,1132-631X
SÊMÉION,1769-0005
SEMEN,0761-2990
SEMEN – REVUE DE SÉMIO-LINGUISTIQUE DES TEXTES ET DISCOURS,1957-780X
SEMICERCHIO,1123-4075
SEMINARI ROMANI DI CULTURA GRECA,1129-5953
SEMINÁRIOS DE LINGUÍSTICA,0873-8467
SEMINARIUM,0582-6314
SEMIOTICA,0037-1998
SEMIOTICA,1613-3692
SEMIOTICHE,.
SEMITICA ET CLASSICA,2031-5937
SENSHI KENKYŪ NEMPŌ,1345-5117
SETTE E RELIGIONI,1590-4601
SETTENTRIONE. NUOVA SERIE,1237-9964
SEUPEIN RATIN AMERIKA YEON-GU,2092-4984
SEVENTEEN SECONDS,.
SEVENTEENTH CENTURY NEWS,0037-3028
SÈVRES,1169-2537
SHAKESPEARE,1745-0918
SHAKESPEARE,1745-0926
SHAKESPEARE BULLETIN,0748-2558
SHAKESPEARE QUARTERLY,0037-3222
SHAKESPEARE YEARBOOK,1045-9456
SHAMAN,1216-7827
SHIJIE HANXUE,1007-0028
SHIJIE HANYU JIAOXUE,1002-5804
SHIKOU,1884-4014
SHIMA,1834-6049
SHORT FILM STUDIES,2042-7824
SHUNJU,1343-6198
SIBRIUM,0559-9628
SICILIA ANTIQVA,1724-9112
SICILIA ARCHEOLOGICA,0037-4571
SICULORUM GYMNASIUM,0037-458X
SIGMA,0037-4849
SIGN LANGUAGE & LINGUISTICS,1569-996X
SIGN LANGUAGE STUDIES,0302-1475
SIGN SYSTEMS STUDIES,1406-4243
SIGNA,1133-3634
SIGNATA,2032-9806
"SIGNES, DISCOURS ET SOCIÉTÉS",1308-8378
SIGNUM,2177-7306
SILENO,1128-2118
SILK ROAD ART AND ARCHAEOLOGY,0917-1614
SILVAE DI LATINA DIDAXIS,.
SIMBLOS,1123-6477
SIMIOLUS,0037-5411
SIMONE DE BEAUVOIR STUDIES,1063-2042
SIMPLEGADI,1721-5633
SINAIS DE CENA,1646-0715
SINCRONIE,1127-2619
SINDH WATCH,1520-9318
SINDHOLOGICAL STUDIES,1023-6759
SINESTESIE,1593-4276
SINESTESIE,1721-3509
SINESTESIEONLINE,2280-6849
SINN UND FORM,0037-5756
SINO-WESTERN CULTURAL RELATIONS JOURNAL,1041-875X
SINTAGMA,0214-9141
SINTESI,1828-5155
SIPARIO,1123-458X
SIRIS,1824-8659
SISTEMI INTELLIGENTI,1120-9550
SJANI,1512-2514
SKASE JOURNAL OF THEORETICAL LINGUISTICS,1336-782X
SKENÉ,2036-8976
SKEPSI,1758-2679
SKY JOURNAL OF LINGUISTICS,1456-8438
SKYLLIS,1436-3372
SLAVIA,0037-6736
SLAVIA,2038-0968
SLAVIA MERIDIONALIS,2392-2400
SLAVIA ORIENTALIS,0037-6744
SLAVIC AND EAST EUROPEAN JOURNAL,0037-6752
SLAVIC AND EAST EUROPEAN JOURNAL,2325-7687
SLAVIC REVIEW,0037-6779
SLAVICA LITTERARIA,1212-1509
SLAVICA OCCITANIA,1245-2491
SLAVICA SLOVACA,0037-6787
SLAVICA TERGESTINA,1592-0291
SLAVICA VITERBIENSIA,.
SLAVISTICNA REVIJA,0350-6894
SLAVJANOVEDENIE,0869-544X
SLAVJANSKIJ AL’MANACH,2073-5731
SLAVONIC AND EAST EUROPEAN REVIEW,0037-6795
SLAYAGE,1546-9212
SLOVĚNE,2304-0785
SLOVĚNE,2305-6754
SLOVENŠČINA V ŠOLI,1318-864X
SLOVENSKÁ REČ,0037-6981
SLOVENSKÁ REČ,1338-4279
SLOVENSKI JEZIK,1408-2616
SLOVO,0183-6080
SLOVO,0583-6255
SLOVO A SLOVESNOST,0037-7031
SLOVO A SMYSL,1214-7915
SLOVO I CHAS,0236-1477
SLOVSTVENA FOLKLORISTIKA,1581-4793
SLOWAKISCHE ZEITSCHRIFT FÜR GERMANISTIK,1338-0796
SM ANNALI DI SAN MICHELE,1120-5687
SMERILLIANA,.
SNIPPETS,0197-6818
SNIPPETS,1590-1807
SOCIAL COMPASS,0037-7686
SOCIAL EVOLUTION & HISTORY,1681-4363
SOCIAL IDENTITIES,1350-4630
SOCIAL NEWS,.
SOCIAL SCIENCE & MEDICINE,0277-9536
SOCIAL SCIENTIST,0970-0293
SOCIAL SEMIOTICS,1035-0330
SOCIÉTÉS,0765-3697
SOCIÉTÉS & REPRÉSENTATIONS,1262-2966
SOCIOLINGUISTICA,0933-1883
SOCIOLOGIA,0038-0156
SOCIOLOGIA DEL DIRITTO,0390-0851
SOCIOLOGIA DEL LAVORO,0392-5048
SOCIOLOGIA DELLA COMUNICAZIONE,1121-1733
SOCIOLOGIA DELLA LETTERATURA,.
SOCIOLOGICA,1971-8853
SOCIOLOGIČESKI PROBLEMI,0324-1572
SOGLIE,2283-3218
SOLCHI,1723-9389
SOLNECNOE SPLETENIE,.
SONUS,0739-229X
SONUS,1121-5380
SOPHIAS,1973-2929
SOUFFLE DE PERSE,1157-7460
SOUGOU BUNKA KENKYUU,1883-1109
SOURCE,0737-4453
SOURCES,1276-8693
SOUTH AFRICAN HISTORICAL JOURNAL,0258-2473
SOUTH AND SOUTHEAST ASIA CULTURE AND RELIGION: THE SSEASR JOURNAL,0974-5629
SOUTH ASIA RESEARCH,0262-7280
SOUTH ASIAN STUDIES,0266-6030
SOUTH ATLANTIC REVIEW,0277-335X
SOUTH EUROPEAN SOCIETY & POLITICS,1360-8746
SOUTHEASTERN EUROPE,0094-4467
SOUTHEASTERN EUROPE,1876-3332
SOUTHERLY,0038-3732
SOVREMENNAIA DRAMATURGIIA,0207-7698
SOZIALE SYSTEME,0948-423X
SOZIALE WELT,0038-6073
SPACE AND CULTURE,1206-3312
SPACES OF UTOPIA,1646-4729
SPAGNA CONTEMPORANEA,1121-7480
SPANISH IN CONTEXT,1571-0718
SPARTA,1751-0007
SPATIAL VISION,0169-1015
SPAZIO E SOCIETÁ,0392-4947
SPAZIO RICERCA,.
"SPECTROCHIMICA ACTA, PART B: ATOMIC SPECTROSCOPY",0584-8547
"SPECTROCHIMICA ACTA. PART A, MOLECULAR AND BIOMOLECULAR SPECTROSCOPY",1386-1425
SPECTROSCOPY LETTERS,0038-7010
SPECULUM,0038-7134
SPEECH COMMUNICATION,0167-6393
SPEKTAR,0352-2423
SPELT QUARTERLY,1815-7661
SPICILEGIUM HISTORICUM / CONGREGATIONIS SSMI REDEMPTORIS,.
SPIEGELUNGEN,1862-4995
SPIRALE,0994-3722
SPIRIT ROMÂNESC,1583-1051
SPOLETIUM,0490-4788
SPOLIA,1824-727X
SPRACHE UND LITERATUR,1438-1680
SPRACHKUNST,0038-8483
SPRACHREPORT,0178-644X
SPRACHSPIEGEL,0038-8513
SPRACHTHEORIE UND GERMANISTISCHE LINGUISTIK,1218-5736
SPRACHTYPOLOGIE UND UNIVERSALIENFORSCHUNG,0942-2919
SPRECHEN,0724-1798
SPRING JOURNAL,1522-7367
SPUNTI E RICERCHE,0816-5432
SRPSKI JEZIK,0354-9259
SSOL SCIENTIFIC STUDY OF LITERATURE,2210-4372
SSOL SCIENTIFIC STUDY OF LITERATURE,2210-4380
STAROBʺLGARSKA LITERATURA,0204-868X
STATE ARCHIVES OF ASSYRIA. BULLETIN,1120-4699
STATISTICA APPLICATA,1125-1964
STATUS QUAESTIONIS,2239-1983
STATUTE LAW REVIEW,0144-3593
STENDHAL CLUB,0039-1158
STEVE,0393-9480
STILISTICA E METRICA ITALIANA,1591-6693
STILOS,1826-0691
STORIA DEL TURISMO. ANNALE,1825-6848
STORIA DELLA STORIOGRAFIA,0392-8926
STORIA DELL'ARTE,0392-4513
STORIA DELLE DONNE,1826-7505
STORIA DELLE DONNE,1826-7513
STORIA DELL'URBANISTICA. CAMPANIA,.
STORIA E FUTURO,1720-190X
STORIA E MEMORIA,1121-9742
STORIA E PROBLEMI CONTEMPORANEI,1120-4206
STORIA URBANA,0391-2248
"STORIA, ANTROPOLOGIA E SCIENZE DEL LINGUAGGIO",0394-7963
STORICA,1125-0194
STORICAMENTE,1825-411X
STORYWORLDS,1946-2204
STRATAGEMMI,2036-5233
STRENNA DEI ROMANISTI,0391-7878
STRINDBERGIANA,0282-8006
STRUMENTI CRITICI,0039-2618
STUDI (E TESTI) ITALIANI,1724-3653
STUDI AMBROSIANI DI ITALIANISTICA,2281-4701
STUDI BITONTINI,0392-1727
STUDI BUZZATIANI,1124-6286
STUDI CELTICI,1828-1540
STUDI CHIVASSESI,2037-7827
STUDI CLASSICI E ORIENTALI,0081-6124
STUDI COMPARATISTICI,1974-157X
STUDI COSTIERI,1129-8588
STUDI CULTURALI,1824-369X
STUDI DANTESCHI,0391-7835
STUDI DI ANTICHITÀ,0394-6010
STUDI DI EGITTOLOGIA E DI PAPIROLOGIA,1724-6156
STUDI DI EGITTOLOGIA E DI PAPIROLOGIA,1824-7326
STUDI DI ERUDIZIONE E DI FILOLOGIA ITALIANA,2281-602X
STUDI DI ESTETICA,0585-4733
STUDI DI FILOLOGIA ITALIANA,0392-5110
STUDI DI GLOTTODIDATTICA,1970-1861
STUDI DI GRAMMATICA ITALIANA,0391-4151
STUDI DI LESSICOGRAFIA ITALIANA,0392-5218
STUDI DI LETTERATURA E DI LINGUISTICA,.
STUDI DI LETTERATURA FRANCESE,0585-4768
STUDI DI LETTERATURA ISPANO-AMERICANA,1128-2355
STUDI DI MEMOFONTE,2038-0488
STUDI DI PSICOLOGIA DELL'EDUCAZIONE,0393-6163
STUDI DI SOCIOLOGIA,0039-291X
STUDI DI STORIA DELL'ARTE,1123-5683
STUDI D'ITALIANISTICA NELL'AFRICA AUSTRALE,1012-2338
STUDI DUEMILLESCHI,1593-0750
STUDI DUEMILLESCHI,1824-0291
STUDI E DOCUMENTI DI ARCHITETTURA,0301-6455
STUDI E MATERIALI DI STORIA DELLE RELIGIONI,0393-8417
STUDI E NOTE DI ECONOMIA,1590-0401
STUDI E PROBLEMI DI CRITICA TESTUALE,0049-2361
STUDI E RICERCHE,.
STUDI E RICERCHE,1127-3100
STUDI E RICERCHE,2036-2714
STUDI E RICERCHE DI STORIA CONTEMPORANEA,1974-2614
STUDI E RICERCHE. DIPARTIMENTO DI SCIENZE PEDAGOGICHE PSICOLOGICHE E DIDATTICHE. UNIVERSITÀ DI LECCE,1125-0208
STUDI E SAGGI LINGUISTICI,0085-6827
STUDI ECUMENICI,0393-3687
STUDI EMIGRAZIONE,0039-2936
STUDI EPIGRAFICI E LINGUISTICI SUL VICINO ORIENTE ANTICO,2239-5393
STUDI ETNO-ANTROPOLOGICI E SOCIOLOGICI,1972-876X
STUDI ETRUSCHI,0391-7762
