SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
14/C2,ACTA POLITICA,0001-6810,.
14/C2,ACTA SOCIOLOGICA,0001-6993,.
14/C2,ADDICTION RESEARCH & THEORY,1606-6359,.
14/C2,ADMINISTRATION & SOCIETY,0095-3997,.
14/C2,ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,.
14/C2,ADULT EDUCATION QUARTERLY,0741-7136,.
14/C2,ADVANCES IN LIFE COURSE RESEARCH,1569-4909,.
14/C2,AFRICAN AFFAIRS,0001-9909,.
14/C2,AFRICAN AFFAIRS,1468-2621,.
14/C2,AGEING AND SOCIETY,0144-686X,.
14/C2,AGEING AND SOCIETY,1469-1779,.
14/C2,AMERICAN BEHAVIORAL SCIENTIST,0002-7642,.
14/C2,AMERICAN JOURNAL OF BIOETHICS,1526-5161,.
14/C2,AMERICAN JOURNAL OF POLITICAL SCIENCE,0092-5853,.
14/C2,AMERICAN JOURNAL OF POLITICAL SCIENCE,1540-5907,.
14/C2,AMERICAN SOCIOLOGICAL REVIEW,0003-1224,.
14/C2,ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY,1529-7489,.
14/C2,ANNALI DI SOCIOLOGIA,0066-2275,.
14/C2,ANNALI DI SOCIOLOGIA,0394-2120,.
14/C2,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162,.
14/C2,ANNALS OF TOURISM RESEARCH,0160-7383,.
14/C2,ANNUAL REVIEW OF LAW AND SOCIAL SCIENCE,1550-3585,.
14/C2,ANNUAL REVIEW OF SOCIOLOGY,0360-0572,.
14/C2,ANTHROPOLOGY TODAY,0268-540X,.
14/C2,APPLIED RESEARCH IN QUALITY OF LIFE,1871-2584,.
14/C2,ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,0335-5985,.
14/C2,ARCHIVES EUROPEENNES DE SOCIOLOGIE,0003-9756,.
14/C2,BERLINER JOURNAL FUR SOZIOLOGIE,0863-1808,.
14/C2,BIODEMOGRAPHY AND SOCIAL BIOLOGY,1948-5565,.
14/C2,BIOESSAYS,0265-9247,.
14/C2,BIOSOCIETIES,1745-8552,.
14/C2,BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY,0960-8788,.
14/C2,BRITISH JOURNAL OF CRIMINOLOGY,0007-0955,.
14/C2,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,0007-1080,.
14/C2,BRITISH JOURNAL OF SOCIAL WORK,0045-3102,.
14/C2,BRITISH JOURNAL OF SOCIOLOGY,0007-1315,.
14/C2,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,0142-5692,.
14/C2,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,1465-3346,.
14/C2,CAMBRIDGE JOURNAL OF ECONOMICS,0309-166X,.
14/C2,"CAMBRIDGE JOURNAL OF REGIONS, ECONOMY AND SOCIETY",1752-1378,.
14/C2,CHILD & FAMILY SOCIAL WORK,1356-7500,.
14/C2,CHILD ABUSE REVIEW,0952-9136,.
14/C2,CHILD MALTREATMENT,1077-5595,.
14/C2,CHILDHOOD,0907-5682,.
14/C2,CHILDREN & SOCIETY,0951-0605,.
14/C2,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,.
14/C2,CHINESE SOCIOLOGICAL REVIEW,2162-0563,.
14/C2,CITIES,0264-2751,.
14/C2,CITY & COMMUNITY,1535-6841,.
14/C2,COMMUNICATION MONOGRAPHS,0363-7751,.
14/C2,COMMUNICATION RESEARCH,0093-6502,.
14/C2,COMMUNICATION THEORY,1050-3293,.
14/C2,"COMMUNITY, WORK & FAMILY",1366-8803,.
14/C2,"COMMUNITY, WORK & FAMILY",1469-3615,.
14/C2,COMPARATIVE POLITICAL STUDIES,0010-4140,.
14/C2,COMPARATIVE POLITICS,0010-4159,.
14/C2,COMPARATIVE POPULATION STUDIES,1869-8999,.
14/C2,COMUNICAZIONE POLITICA,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C2,COMUNICAZIONE POLITICA,1594-6061,.
14/C2,COMUNICAZIONI SOCIALI,0392-8667,.
14/C2,COMUNICAZIONI SOCIALI,1827-7969,.
14/C2,CONTEMPORARY SOCIOLOGY,0094-3061,.
14/C2,CONTRIBUTIONS TO INDIAN SOCIOLOGY,0069-9667,.
14/C2,COOPERATION AND CONFLICT,0010-8367,.
14/C2,CRIME & DELINQUENCY,0011-1287,.
14/C2,CRIME AND JUSTICE,0192-3234,.
14/C2,CRIME LAW AND SOCIAL CHANGE,0925-4994,.
14/C2,"CRIME, HISTOIRE & SOCIÉTÉS",1422-0857,.
14/C2,CRIMINOLOGY,0011-1384,.
14/C2,CRIMINOLOGY & PUBLIC POLICY,1538-6473,.
14/C2,CRITICAL INQUIRY,0093-1896,.
14/C2,CRITICAL SOCIAL POLICY,0261-0183,.
14/C2,CRITICAL STUDIES ON TERRORISM,1753-9153,.
14/C2,CRITIQUE INTERNATIONALE,1290-7839,.
14/C2,CROSS-CULTURAL RESEARCH,1069-3971,.
14/C2,CULTURAL SOCIOLOGY,1749-9755,.
14/C2,CURRENT POLITICS AND ECONOMICS OF EUROPE,1057-2309,.
14/C2,CURRENT SOCIOLOGY,0011-3921,.
14/C2,DAEDALUS,0011-5266,.
14/C2,DAEDALUS,1122-5734,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C2,DAS ARGUMENT,0004-1157,.
14/C2,DEMOCRATIZATION,1351-0347,.
14/C2,DEVIANT BEHAVIOR,0163-9625,.
14/C2,DISABILITY & SOCIETY,0968-7599,.
14/C2,DROIT ET SOCIÉTÉ,0769-3362,.
14/C2,DRUGS-EDUCATION PREVENTION AND POLICY,0968-7637,.
14/C2,EAST EUROPEAN POLITICS AND SOCIETIES,0888-3254,.
14/C2,ECOLOGICAL ECONOMICS,0921-8009,.
14/C2,ECONOMICS AND PHILOSOPHY,0266-2671,.
14/C2,ECONOMY AND SOCIETY,0308-5147,.
14/C2,ELECTORAL STUDIES,0261-3794,.
14/C2,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,0265-8135,.
14/C2,ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY,0263-774X,.
14/C2,ENVIRONMENTAL POLITICS,0964-4016,.
14/C2,ENVIRONMENTAL SCIENCE & POLICY,1462-9011,.
14/C2,ENVIRONMENTAL VALUES,0963-2719,.
14/C2,ETHNIC AND RACIAL STUDIES,0141-9870,.
14/C2,ETHNICITIES,1468-7968,.
14/C2,ETHNOGRAPHY,1466-1381,.
14/C2,ETHNOLOGIE FRANCAISE,0046-2616,.
14/C2,ETNOGRAFIA E RICERCA QUALITATIVA,1973-3194,.
14/C2,EUROPEAN HISTORY QUARTERLY,0265-6914,.
14/C2,EUROPEAN JOURNAL OF COMMUNICATION,0267-3231,.
14/C2,EUROPEAN JOURNAL OF CRIMINOLOGY,1477-3708,.
14/C2,EUROPEAN JOURNAL OF CULTURAL STUDIES,1367-5494,.
14/C2,EUROPEAN JOURNAL OF EDUCATION,0141-8211,.
14/C2,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,0959-6801,.
14/C2,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,1354-0661,.
14/C2,EUROPEAN JOURNAL OF LEGAL STUDIES,1973-2937,.
14/C2,EUROPEAN JOURNAL OF ONCOLOGY NURSING,1462-3889,.
14/C2,EUROPEAN JOURNAL OF POLITICAL RESEARCH,0304-4130,.
14/C2,EUROPEAN JOURNAL OF POLITICAL RESEARCH,1475-6765,.
14/C2,EUROPEAN JOURNAL OF POPULATION,0168-6577,.
14/C2,EUROPEAN JOURNAL OF PUBLIC HEALTH,1101-1262,.
14/C2,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,0046-2772,.
14/C2,EUROPEAN JOURNAL OF SOCIAL THEORY,1368-4310,.
14/C2,EUROPEAN JOURNAL OF SOCIAL WORK,1369-1457,.
14/C2,EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,0928-1371,.
14/C2,EUROPEAN POLITICAL SCIENCE REVIEW,1755-7739,.
14/C2,EUROPEAN SOCIETIES,1461-6696,.
14/C2,EUROPEAN SOCIOLOGICAL REVIEW,0266-7215,.
14/C2,EUROPEAN UNION POLITICS,1465-1165,.
14/C2,EUROPEAN URBAN AND REGIONAL STUDIES,0969-7764,.
14/C2,EUROPE-ASIA STUDIES,0966-8136,.
14/C2,EUROPE-ASIA STUDIES,1465-3427,.
14/C2,EVALUATION,1356-3890,.
14/C2,EVALUATION AND PROGRAM PLANNING,0149-7189,.
14/C2,EVIDENCE & POLICY,1744-2648,.
14/C2,FAMILY RELATIONS,0197-6664,.
14/C2,FASHION THEORY,1362-704X,.
14/C2,FEMINIST THEORY,1464-7001,.
14/C2,FIELD METHODS,1525-822X,.
14/C2,FUTURES,0016-3287,.
14/C2,GAMES AND CULTURE,1555-4120,.
14/C2,GAMES AND CULTURE,1555-4139,.
14/C2,GENDER & SOCIETY,0891-2432,.
14/C2,GENDER WORK AND ORGANIZATION,0968-6673,.
14/C2,GENUS,0016-6987,.
14/C2,GERMAN POLITICS,0964-4008,.
14/C2,GIORNALE ITALIANO DI PSICOLOGIA,0390-5349,.
14/C2,GLOBAL CRIME,1744-0572,.
14/C2,GLOBAL CRIME,1744-0580,.
14/C2,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,.
14/C2,GLOBAL ENVIRONMENTAL POLITICS,1526-3800,.
14/C2,GLOBAL GOVERNANCE,1075-2846,.
14/C2,GLOBAL JURIST,1934-2640,.
14/C2,GLOBAL NETWORKS,1470-2266,.
14/C2,GLOBALIZATIONS,1474-7731,.
14/C2,HEALTH & SOCIAL CARE IN THE COMMUNITY,0966-0410,.
14/C2,HEALTH & SOCIAL CARE IN THE COMMUNITY,1365-2524,.
14/C2,HEALTH & SOCIAL WORK,0360-7283,.
14/C2,HEALTH COMMUNICATION,1041-0236,.
14/C2,HEALTH POLICY,0168-8510,.
14/C2,HEALTH RISK & SOCIETY,1369-8575,.
14/C2,HIGHER EDUCATION,0018-1560,.
14/C2,HIGHER EDUCATION,0882-4126,.
14/C2,HIGHER EDUCATION POLICY,0952-8733,.
14/C2,HIGHER EDUCATION RESEARCH AND DEVELOPMENT,0729-4360,.
14/C2,HOUSING STUDIES,0267-3037,.
14/C2,HOUSING STUDIES,1466-1810,.
14/C2,HUMAN COMMUNICATION RESEARCH,0360-3989,.
14/C2,HUMAN ECOLOGY,0300-7839,.
14/C2,HUMAN EVOLUTION,0393-9375,.
14/C2,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,1045-6767,.
14/C2,HUMAN RELATIONS,0018-7267,.
14/C2,HUMAN RIGHTS QUARTERLY,0275-0392,.
14/C2,IDENTITIES,1070-289X,.
14/C2,IL GIORNALE DELL'ARCHITETTURA,1721-5463,.
14/C2,IL GIORNALE DELL'ARCHITETTURA,2284-1369,.
14/C2,IMPLICIT RELIGION,1463-9955,.
14/C2,IMPLICIT RELIGION,1743-1697,.
14/C2,INDUSTRIAL & LABOR RELATIONS REVIEW,0019-7939,.
14/C2,INDUSTRIAL RELATIONS,0019-8676,.
14/C2,INDUSTRY AND INNOVATION,1366-2716,.
14/C2,"INFORMATION, COMMUNICATION & SOCIETY",1369-118X,.
14/C2,"INFORMATION, COMMUNICATION AND SOCIETY",1468-4462,.
14/C2,INTERNATIONAL CRIMINAL LAW REVIEW,1567-536X,.
14/C2,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0020-7152,.
14/C2,INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,1474-2640,.
14/C2,INTERNATIONAL JOURNAL OF CULTURAL POLICY,1028-6632,.
14/C2,INTERNATIONAL JOURNAL OF HEALTH SERVICES,0020-7314,.
14/C2,INTERNATIONAL JOURNAL OF INCLUSIVE EDUCATION,1360-3116,.
14/C2,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767,.
14/C2,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892,.
14/C2,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,1471-6909,.
14/C2,INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,1364-5579,.
14/C2,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866,.
14/C2,INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE,0165-2516,.
14/C2,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,.
14/C2,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,1468-2427,.
14/C2,INTERNATIONAL MIGRATION,0020-7985,.
14/C2,INTERNATIONAL MIGRATION REVIEW,0197-9183,.
14/C2,INTERNATIONAL MIGRATION REVIEW,1747-7379,.
14/C2,INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,1944-0391,.
14/C2,INTERNATIONAL POLITICAL SOCIOLOGY,1749-5679,.
14/C2,INTERNATIONAL POLITICAL SOCIOLOGY,1749-5687,.
14/C2,INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,1012-6902,.
14/C2,INTERNATIONAL SOCIOLOGY,0268-5809,.
14/C2,IRIDE,1122-7893,.
14/C2,ITALIAN JOURNAL OF SOCIOLOGY OF EDUCATION,2035-4983,.
14/C2,JAPANESE JOURNAL OF POLITICAL SCIENCE,1468-1099,.
14/C2,JASSS,1460-7425,.
14/C2,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,.
14/C2,JOURNAL OF ADVERTISING RESEARCH,0021-8499,.
14/C2,JOURNAL OF AMERICAN HISTORY,0021-8723,.
14/C2,JOURNAL OF APPLIED COMMUNICATION RESEARCH,0090-9882,.
14/C2,JOURNAL OF APPLIED PHILOSOPHY,0264-3758,.
14/C2,JOURNAL OF BEHAVIORAL DECISION MAKING,0894-3257,.
14/C2,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0883-8151,.
14/C2,JOURNAL OF CLASSICAL SOCIOLOGY,1468-795X,.
14/C2,JOURNAL OF COMMUNICATION,0021-9916,.
14/C2,JOURNAL OF COMMUNICATION INQUIRY,0196-8599,.
14/C2,JOURNAL OF COMMUNICATIONS RESEARCH,1935-3537,.
14/C2,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,1083-6101,.
14/C2,JOURNAL OF CONSUMER CULTURE,1469-5405,.
14/C2,JOURNAL OF CONSUMER CULTURE,1741-2900,.
14/C2,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0891-2416,.
14/C2,JOURNAL OF CONTEMPORARY RELIGION,1353-7903,.
14/C2,JOURNAL OF CONTEMPORARY RELIGION,1469-9419,.
14/C2,JOURNAL OF CRIMINAL JUSTICE,0047-2352,.
14/C2,JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,0091-4169,.
14/C2,JOURNAL OF DEMOCRACY,1045-5736,.
14/C2,JOURNAL OF DEVELOPMENT STUDIES,0022-0388,.
14/C2,"JOURNAL OF ELECTIONS, PUBLIC OPINION AND PARTIES",1745-7289,.
14/C2,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,.
14/C2,JOURNAL OF EUROPEAN INTEGRATION,0703-6337,.
14/C2,JOURNAL OF EUROPEAN INTEGRATION,1477-2280,.
14/C2,JOURNAL OF EUROPEAN SOCIAL POLICY,0958-9287,.
14/C2,JOURNAL OF EUROPEAN SOCIAL POLICY,1461-7269,.
14/C2,JOURNAL OF GENDER STUDIES,0958-9236,.
14/C2,JOURNAL OF HAPPINESS STUDIES,1389-4978,.
14/C2,JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,.
14/C2,JOURNAL OF HISTORICAL SOCIOLOGY,0952-1909,.
14/C2,JOURNAL OF INFORMETRICS,1751-1577,.
14/C2,JOURNAL OF INTERPROFESSIONAL CARE,1356-1820,.
14/C2,JOURNAL OF LEGISLATIVE STUDIES,1357-2334,.
14/C2,JOURNAL OF LEISURE RESEARCH,0022-2216,.
14/C2,JOURNAL OF MANAGEMENT STUDIES,0022-2380,.
14/C2,JOURNAL OF MARRIAGE AND FAMILY,1741-3737,.
14/C2,JOURNAL OF MARRIAGE AND THE FAMILY,0022-2445,.
14/C2,JOURNAL OF MATERIAL CULTURE,1359-1835,.
14/C2,JOURNAL OF MIXED METHODS RESEARCH,1558-6898,.
14/C2,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,0953-4814,.
14/C2,JOURNAL OF POLITICAL PHILOSOPHY,0963-8016,.
14/C2,JOURNAL OF POLITICAL PHILOSOPHY,1467-9760,.
14/C2,JOURNAL OF POLITICS,1468-2508,.
14/C2,JOURNAL OF PUBLIC POLICY,0143-814X,.
14/C2,JOURNAL OF PUBLIC POLICY,1469-7815,.
14/C2,JOURNAL OF QUANTITATIVE CRIMINOLOGY,0748-4518,.
14/C2,JOURNAL OF RISK RESEARCH,1366-9877,.
14/C2,JOURNAL OF RURAL STUDIES,0743-0167,.
14/C2,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0265-4075,.
14/C2,JOURNAL OF SOCIAL POLICY,0047-2794,.
14/C2,JOURNAL OF SOCIAL POLICY,1469-7823,.
14/C2,JOURNAL OF SOCIAL WORK,1468-0173,.
14/C2,JOURNAL OF YOUTH STUDIES,1367-6261,.
14/C2,JOURNALISM,1464-8849,.
14/C2,JOURNALISM,1741-3001,.
14/C2,JOURNALISM & MASS COMMUNICATION QUARTERLY,1077-6990,.
14/C2,KANT-STUDIEN,0022-8877,.
14/C2,KOLNER ZEITSCHRIFT FÜR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,0023-2653,.
14/C2,LA RIVISTA DELLE POLITICHE SOCIALI,1724-5389,.
14/C2,LANGUAGE IN SOCIETY,0047-4045,.
14/C2,L'ANNÉE SOCIOLOGIQUE,0066-2399,.
14/C2,L'ARCHITECTURE D'AUJOURD'HUI,0003-8695,.
14/C2,LAW & SOCIETY REVIEW,0023-9216,.
14/C2,LAW AND CONTEMPORARY PROBLEMS,0023-9186,.
14/C2,LEGISLATIVE STUDIES QUARTERLY,0362-9805,.
14/C2,LEISURE SCIENCES,0149-0400,.
14/C2,L'HOMME ET LA SOCIÉTÉ,0018-4306,.
14/C2,LOCAL GOVERNMENT STUDIES,0300-3930,.
14/C2,LOCAL GOVERNMENT STUDIES,1743-9388,.
14/C2,MASS COMMUNICATION & SOCIETY,1520-5436,.
14/C2,MATERIALI PER UNA STORIA DELLA CULTURA GIURIDICA,1120-9607,.
14/C2,"MEDIA, CULTURE AND SOCIETY",0163-4437,.
14/C2,MEDICINA & STORIA,1722-2206,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C2,MEN AND MASCULINITIES,1097-184X,.
14/C2,MERIDIANA,0394-4115,.
14/C2,METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,1614-1881,.
14/C2,MINERVA,0026-4695,.
14/C2,MOBILIZATION,1086-671X,.
14/C2,MONDI MIGRANTI,1972-4888,.
14/C2,NATURE,0028-0836,.
14/C2,NEW LEFT REVIEW,0028-6060,.
14/C2,NEW MEDIA & SOCIETY,1461-4448,.
14/C2,NEW POLITICAL ECONOMY,1356-3467,.
14/C2,NEW POLITICAL ECONOMY,1469-9923,.
14/C2,NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,0899-7640,.
14/C2,NURSE EDUCATION TODAY,0260-6917,.
14/C2,ORGANIZATION,1350-5084,.
14/C2,ORGANIZATION STUDIES,0170-8406,.
14/C2,PARLIAMENTARY AFFAIRS,0031-2290,.
14/C2,PARLIAMENTARY AFFAIRS,1460-2482,.
14/C2,PARTECIPAZIONE E CONFLITTO,1972-7623,.
14/C2,PARTECIPAZIONE E CONFLITTO,2035-6609,.
14/C2,PARTY POLITICS,1354-0688,.
14/C2,PHILOSOPHY,0031-8191,.
14/C2,PHILOSOPHY,1469-817X,.
14/C2,PHILOSOPHY & PUBLIC AFFAIRS,0048-3915,.
14/C2,PHILOSOPHY & SOCIAL CRITICISM,0191-4537,.
14/C2,PHILOSOPHY & SOCIAL CRITICISM,1461-734X,.
14/C2,POETICS,0304-422X,.
14/C2,POLICY & SOCIETY,1449-4035,.
14/C2,POLICY AND POLITICS,0305-5736,.
14/C2,POLICY AND POLITICS,1470-8442,.
14/C2,POLICY STUDIES JOURNAL,0190-292X,.
14/C2,POLICY STUDIES JOURNAL,1541-0072,.
14/C2,POLIS,1120-9488,.
14/C2,POLITICAL ANALYSIS,1047-1987,.
14/C2,POLITICAL ANALYSIS,1476-4989,.
14/C2,POLITICAL BEHAVIOR,0190-9320,.
14/C2,POLITICAL BEHAVIOR,1573-6687,.
14/C2,POLITICAL COMMUNICATION,1058-4609,.
14/C2,POLITICAL COMMUNICATION,1091-7675,.
14/C2,POLITICAL PSYCHOLOGY,0162-895X,.
14/C2,POLITICAL PSYCHOLOGY,1467-9221,.
14/C2,POLITICAL RESEARCH QUARTERLY,1065-9129,.
14/C2,POLITICAL STUDIES,0032-3217,.
14/C2,POLITICAL STUDIES,1467-9248,.
14/C2,POLITICAL STUDIES REVIEW,1478-9299,.
14/C2,POLITICAL STUDIES REVIEW,1478-9302,.
14/C2,POLITICAL THEORY,0090-5917,.
14/C2,POLITICAL THEORY,1552-7476,.
14/C2,POLITICS & GENDER,1743-923X,.
14/C2,POLITICS & SOCIETY,0032-3292,.
14/C2,POLITIX,0295-2319,.
14/C2,POLITIX,1953-8286,.
14/C2,POPULATION AND DEVELOPMENT REVIEW,0098-7921,.
14/C2,"PS, POLITICAL SCIENCE & POLITICS",1049-0965,.
14/C2,PUBLIC ADMINISTRATION,0033-3298,.
14/C2,PUBLIC ADMINISTRATION,1467-9299,.
14/C2,PUBLIC ADMINISTRATION AND DEVELOPMENT,0271-2075,.
14/C2,PUBLIC ADMINISTRATION QUARTERLY,0734-9149,.
14/C2,PUBLIC CHOICE,0048-5829,.
14/C2,PUBLIC CHOICE,1573-7101,.
14/C2,PUBLIC CULTURE,0899-2363,.
14/C2,PUBLIC OPINION QUARTERLY,0033-362X,.
14/C2,PUBLIC OPINION QUARTERLY,1537-5331,.
14/C2,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,.
14/C2,PUBLIC UNDERSTANDING OF SCIENCE,1361-6609,.
14/C2,QUADERNI DI SOCIOLOGIA,0033-4952,.
14/C2,QUADERNI DI TEORIA SOCIALE,1824-4750,.
14/C2,QUADERNI FIORENTINI PER LA STORIA DEL PENSIERO GIURIDICO MODERNO,0392-1867,.
14/C2,QUALITATIVE INQUIRY,1077-8004,.
14/C2,QUALITATIVE RESEARCH,1468-7941,.
14/C2,QUALITATIVE SOCIOLOGY,0162-0436,.
14/C2,QUALITY & QUANTITY,0033-5177,.
14/C2,QUALITY AND QUANTITY,1573-7845,.
14/C2,QUALITY OF LIFE RESEARCH,0962-9343,.
14/C2,RACE & CLASS,0306-3968,.
14/C2,RASSEGNA ITALIANA DI SOCIOLOGIA,0486-0349,.
14/C2,RATIONALITY AND SOCIETY,1043-4631,.
14/C2,REGIONAL STUDIES,0034-3404,.
14/C2,RELIGIONI E SOCIETÀ,0394-9397,.
14/C2,RELIGIONI E SOCIETÀ,1722-4705,.
14/C2,RES. REVISTA ESPAÑOLA DE SOCIOLOGÍA,1578-2824,.
14/C2,RESEARCH IN HIGHER EDUCATION,0361-0365,.
14/C2,RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,0276-5624,.
14/C2,RESEARCH IN THE SOCIOLOGY OF ORGANIZATIONS,0733-558X,.
14/C2,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0835-1813,.
14/C2,RESEARCH ON SOCIAL WORK PRACTICE,1049-7315,.
14/C2,REVIEW OF EDUCATIONAL RESEARCH,0034-6543,.
14/C2,REVIEW OF HIGHER EDUCATION,0162-5748,.
14/C2,REVIEW OF POLICY RESEARCH,1541-132X,.
14/C2,REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,0734-371X,.
14/C2,REVISTA DE CERCETARE SI INTERVENTIE SOCIALA,1583-3410,.
14/C2,REVISTA ESPAÑOLA DE INVESTIGACIONES SOCIOLÓGICAS,0210-5233,.
14/C2,REVISTA INTERNACIONAL DE SOCIOLOGIA,0034-9712,.
14/C2,REVUE EUROPÉENNE DES SCIENCES SOCIALES,0048-8046,.
14/C2,REVUE FRANCAISE DE SOCIOLOGIE,0035-2969,.
14/C2,REVUE INTERNATIONALE DE SOCIOLOGIE,0390-6701,.
14/C2,RICERCHE DI STORIA POLITICA,1120-9526,.
14/C2,RISK ANALYSIS,0272-4332,.
14/C2,RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713,.
14/C2,RURAL SOCIOLOGY,0036-0112,.
14/C2,SALUTE E SOCIETÀ,1723-9427,.
14/C2,SALUTE E SOCIETÀ,1972-4845,.
14/C2,SCIENCE AS CULTURE,0950-5431,.
14/C2,SCIENCE COMMUNICATION,1075-5470,.
14/C2,"SCIENCE, TECHNOLOGY, & HUMAN VALUES",0162-2439,.
14/C2,SCUOLA DEMOCRATICA,1129-731X,.
14/C2,SCUOLA DEMOCRATICA,2039-2699,.
14/C2,SECURITY DIALOGUE,0967-0106,.
14/C2,SECURITY JOURNAL,0955-1662,.
14/C2,SECURITY STUDIES,0963-6412,.
14/C2,SEXUALITY RESEARCH AND SOCIAL POLICY,1868-9884,.
14/C2,SOCIAL ANTHROPOLOGY,0964-0282,.
14/C2,SOCIAL ANTHROPOLOGY,1469-8676,.
14/C2,SOCIAL CHOICE AND WELFARE,0176-1714,.
14/C2,SOCIAL COMPASS,0037-7686,.
14/C2,SOCIAL FORCES,0037-7732,.
14/C2,SOCIAL INDICATORS RESEARCH,0303-8300,.
14/C2,SOCIAL JUSTICE RESEARCH,0885-7466,.
14/C2,SOCIAL MOVEMENT STUDIES,1474-2837,.
14/C2,SOCIAL NETWORKS,0378-8733,.
14/C2,SOCIAL POLICY & ADMINISTRATION,0144-5596,.
14/C2,SOCIAL POLITICS,1072-4745,.
14/C2,SOCIAL POLITICS,1468-2893,.
14/C2,SOCIAL PROBLEMS,0037-7791,.
14/C2,SOCIAL SCIENCE & MEDICINE,0277-9536,.
14/C2,SOCIAL SCIENCE COMPUTER REVIEW,0894-4393,.
14/C2,SOCIAL SCIENCE INFORMATION,0539-0184,.
14/C2,SOCIAL SCIENCE QUARTERLY,0038-4941,.
14/C2,SOCIAL SCIENCE RESEARCH,0049-089X,.
14/C2,SOCIAL SCIENCE RESEARCH,1096-0317,.
14/C2,SOCIAL STUDIES OF SCIENCES,0306-3127,.
14/C2,SOCIAL STUDIES OF SCIENCES,1460-3659,.
14/C2,SOCIAL WORK,0037-8046,.
14/C2,SOCIÉTÉS CONTEMPORAINES,1150-1944,.
14/C2,SOCIETY & NATURAL RESOURCES,0894-1920,.
14/C2,SOCIETY AND MENTAL HEALTH,2156-8693,.
14/C2,SOCIO-ECONOMIC REVIEW,1475-1461,.
14/C2,SOCIOLOGIA,0038-0156,.
14/C2,SOCIOLOGIA DEL DIRITTO,0390-0851,.
14/C2,SOCIOLOGIA DEL LAVORO,0392-5048,.
14/C2,SOCIOLOGIA DEL LAVORO,1972-554X,.
14/C2,SOCIOLOGIA E POLITICHE SOCIALI,1591-2027,.
14/C2,SOCIOLOGIA E RICERCA SOCIALE,1121-1148,.
14/C2,SOCIOLOGIA RURALIS,0038-0199,.
14/C2,SOCIOLOGIA URBANA E RURALE,0392-4939,.
