TITOLO,ISSN
APEIRON,2156-7093
APHASIOLOGY,0268-7038
APHEX,2036-9972
APLIMAT - JOURNAL OF APPLIED MATHEMATICS,1337-6365
APOCRYPHA,1155-3316
APPAREIL,2101-0714
APPETITE,0195-6663
APPLICABLE ANALYSIS,0003-6811
APPLIED ARTIFICIAL INTELLIGENCE,0883-9514
APPLIED CATEGORICAL STRUCTURES,0927-2852
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,1054-4887
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623
APPLIED ECONOMICS LETTERS,1350-4851
APPLIED GEOGRAPHY,0143-6228
APPLIED MATHEMATICS & INFORMATION SCIENCES,1935-0090
APPLIED MATHEMATICS AND COMPUTATION,0096-3003
APPLIED ONTOLOGY,1570-5838
APPLIED PHYSIOLOGY AND NUTRITION METABOLISM,1715-5320
"APPLIED PHYSIOLOGY, NUTRITION AND METABOLISM",1715-5312
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,1090-0586
APPLIED SEMIOTICS,1204-6140
APPLIED SOIL ECOLOGY,0929-1393
APPLIED SPATIAL ANALYSIS AND POLICY,1874-463X
APPUNTI ROMANI DI FILOLOGIA,1129-3764
APROSIANA,1590-993X
APRUTIUM,.
APUNTES FILOSÓFICOS,1316-7553
AQUINAS,0003-7362
ARAB HISTORICAL REVIEW FOR OTTOMAN STUDIES,0330-8081
ARABIC SCIENCES AND PHILOSOPHY,0957-4239
ARAGÓN EN LA EDAD MEDIA,0213-2486
ARCH,.
ARCHA VERBI,1612-3964
ARCHAEOLOGY,0003-8113
ARCHAEUS,1453-5165
ARCHÉ,2035-5564
ARCHEOGRAFO TRIESTINO,0392-0038
ARCHEOLOGIA CLASSICA,0391-8165
ARCHEOLOGIA DELL'ARCHITETTURA,1126-6236
ARCHEOLOGIA E CALCOLATORI,1120-6861
ARCHEOLOGIA MEDIEVALE,0390-0592
ARCHEOLOGIA POSTMEDIEVALE,1592-5935
ARCHEOLOGIA VENETA,0392-9876
ARCHEOMATICA,2037-2485
ARCHIMEDES,0003-8385
ARCHITECTURAL DESIGN,0003-8504
ARCHITETTURA CITTÀ,1828-8944
ARCHITETTURA DEL PAESAGGIO,1125-0259
ARCHIV DER MATHEMATIK,0003-889X
ARCHIV FÜR BEGRIFFSGESCHICHTE,0003-8946
ARCHIV FÜR DIPLOMATIK,0066-6297
ARCHIV FÜR GESCHICHTE DER PHILOSOPHIE,0003-9101
ARCHIV FÜR LITURGIEWISSENSCHAFT,0066-6386
ARCHIV FÜR RELIGIONSGESCHICHTE,1436-3038
ARCHIV FÜR VÖLKERKUNDE,0066-6513
ARCHIVA ECCLESIAE,0518-3324
ARCHIVAL SCIENCE,1389-0166
ARCHIVAL SCIENCE,1573-7500
ARCHIVALISCHE ZEITSCHRIFT,0003-9497
ARCHIVARIA,0318-6954
ARCHIVE FOR HISTORY OF EXACT SCIENCES,0003-9519
ARCHIVE FOR MATHEMATICAL LOGIC,0933-5846
ARCHIVE FOR MATHEMATICAL LOGIC,1432-0665
ARCHIVES & SOCIAL STUDIES,1988-0626
ARCHIVES DE PHILOSOPHIE,0003-9632
ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,0335-5985
ARCHIVES D'HISTOIRE DOCTRINALE ET LITTERAIRE DU MOYEN AGE,0373-5478
ARCHIVES EUROPEENNES DE SOCIOLOGIE,0003-9756
ARCHIVES INTERNATIONALES D'HISTOIRE DES SCIENCES,0003-9810
ARCHIVES ITALIENNES DE BIOLOGIE,0003-9829
ARCHIVES OF BUDO,1643-8698
ARCHIVES OF MICROBIOLOGY,0302-8933
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,0003-9993
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,1532-821X
ARCHIVES OF SURGERY,0004-0010
ARCHIVI,1970-4070
ARCHIVI & COMPUTER,1121-2462
ARCHIVI DEL NUOVO,1127-8277
ARCHIVI E CULTURA,0004-0045
ARCHIVI PER LA STORIA,0394-9044
ARCHIVIO ANTROPOLOGICO MEDITERRANEO,.
ARCHIVIO ANTROPOLOGICO MEDITERRANEO,2038-3215
ARCHIVIO DELLA SOCIETÀ ROMANA DI STORIA PATRIA,0391-6952
ARCHIVIO DI ETNOGRAFIA,1826-9125
ARCHIVIO DI FILOSOFIA,0004-0088
"ARCHIVIO DI PSICOLOGIA, NEUROLOGIA E PSICHIATRIA",0004-0150
ARCHIVIO DI STORIA DELLA CULTURA,1124-0059
ARCHIVIO DI STUDI URBANI E REGIONALI,0004-0177
ARCHIVIO GEOBOTANICO,1122-7214
ARCHIVIO GIURIDICO FILIPPO SERAFINI,0391-5646
ARCHIVIO ITALIANO PER LA STORIA DELLA PIETÀ,1128-6768
ARCHIVIO NISSENO,1974-3416
ARCHIVIO PER LA STORIA DELLE DONNE,.
ARCHIVIO PER L'ALTO ADIGE,0392-1050
ARCHIVIO PER L'ANTROPOLOGIA E LA ETNOLOGIA,0373-3009
ARCHIVIO PER LE TRADIZIONI POPOLARI DELLA LIGURIA,0392-2030
ARCHIVIO STORICO DEL SANNIO,1122-3022
ARCHIVIO STORICO DELLA DIOCESI DI COMO,.
ARCHIVIO STORICO DELL'EMIGRAZIONE ITALIANA,1973-3461
ARCHIVIO STORICO DI BELLUNO FELTRE E CADORE,0392-2065
ARCHIVIO STORICO DI TERRA DI LAVORO,0402-8945
ARCHIVIO STORICO E GIURIDICO SARDO DI SASSARI,2240-4864
ARCHIVIO STORICO ITALIANO,0391-7770
ARCHIVIO STORICO LODIGIANO,0004-0347
ARCHIVIO STORICO LOMBARDO,0392-0232
ARCHIVIO STORICO MESSINESE,1122-701X
ARCHIVIO STORICO PER GLI ANTICHI STATI GUASTALLESI,1720-8718
ARCHIVIO STORICO PER LA CALABRIA E LA LUCANIA,0004-0355
ARCHIVIO STORICO PER LA SICILIA ORIENTALE,1122-6838
ARCHIVIO STORICO PER LE PROVINCE NAPOLETANE,0392-0267
ARCHIVIO STORICO PER LE PROVINCE PARMENSI,0392-0283
ARCHIVIO STORICO PRATESE,0392-0259
ARCHIVIO STORICO PUGLIESE,0392-0054
ARCHIVIO STORICO SARDO,2037-5514
ARCHIVIO STORICO SICILIANO,1120-0715
ARCHIVIO STORICO SIRACUSANO,0044-8737
ARCHIVIO STORICO TICINESE,0004-0371
ARCHIVIO TEOLOGICO TORINESE,1591-2957
ARCHIVIO TRENTINO,1125-8225
ARCHIVIO VENETO,0392-0291
ARCHIVIUM HIBERNICUM,0044-8745
ARCHIVO DOMINICANO,0211-5255
ARCHIVO HISPALENSE,0210-4067
ARCHIVO TEOLOGICO GRANADINO,0210-1629
ARCHIVUM BOBIENSE,0392-0305
ARCHIVUM FRANCISCANUM HISTORICUM,0004-0665
ARCHIVUM FRATRUM PRAEDICATORUM,0391-7320
ARCHIVUM HISTORIAE PONTIFICIAE,0066-6785
ARCHIVUM HISTORICUM MOTHYCENSE,2038-1387
ARCHIVUM HISTORICUM SOCIETATIS IESU,0037-8887
ARCHIVUM LATINITATIS MEDII AEVI,0994-8090
ARCHIVUM LATINITATIS MEDII AEVI,1376-7453
ARCHIVUM MATHEMATICUM,0044-8753
ARCHIVUM SCHOLARUM PIARUM,0392-2189
ARCHIWUM HISTORII FILOZOFII I MYŚLI SPOŁECZNEJ,0066-6874
AREA,0004-0894
AREA,0394-0055
AREA,1475-4762
"ÁREAS",1989-6190
ARENAL,1134-6396
ARETÉ,1016-913X
ARETÈ,2039-5558
ARETHUSA,0004-0975
ARGOMENTI DI ARCHITETTURA,1591-3171
ARGOMENTI DI BIOETICA,2035-715X
ARGUMENT & COMPUTATION,1946-2166
ARGUMENTATION,0920-427X
ARHIVI,0351-2835
ARKETE,1974-1499
ARKHIMEDES,0004-1920
ARKOS,1974-7950
ARQUIVOS DA MEMÓRIA,0874-1123
ARS INTERPRETANDI,1722-8352
ARSP. ARCHIV. FUR RECHTS- UND SOZIALPHILOSOPHIE,0001-2343
ART DU COMPRENDRE,1254-6321
AR-TÉ,1971-811X
ARTE & ENSAIO,1516-1692
ARTE A BOLOGNA,1124-0229
ARTE CRISTIANA,0004-3400
ARTE LOMBARDA,0004-3443
ARTE MEDIEVALE,0393-7267
ARTE VENETA,0392-5234
ARTIFARA,1594-378X
ARTIFICIAL INTELLIGENCE,0004-3702
ARTIFICIAL INTELLIGENCE AND LAW,0924-8463
ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,0890-0604
ARTIFICIAL INTELLIGENCE IN MEDICINE,0933-3657
ARTS ET SAVOIRS,2258-093X
ARXIU DE TEXTOS CATALANS ANTICS,0211-9811
ASIA EUROPE JOURNAL,1610-2932
ASIA MAJOR,0004-4482
ASIA PACIFIC EDUCATION REVIEW,1598-1037
ASIA PACIFIC JOURNAL OF ANTHROPOLOGY,1444-2213
ASIA PACIFIC JOURNAL OF EDUCATION,0218-8791
ASIA PACIFIC MATHEMATICS NEWSLETTER,2010-3492
ASIAN CINEMA,1059-440X
ASIAN JOURNAL OF LITERATURE AND SOCIETY,1905-856X
ASIAN STUDIES REVIEW,1035-7823
ASIAN STUDIES REVIEW,1467-8403
ASIATICA VENETIANA,1126-5256
ASIMMETRIE,1827-1383
ASPRENAS,0004-4970
ASSAIG DE TEATRE,1134-7643
ASSESSMENT & EVALUATION IN HIGHER EDUCATION,1469-297X
ASSESSMENT AND EVALUATION IN HIGHER EDUCATION,0260-2938
ASSESSMENT IN EDUCATION,0969-594X
"ASSESSMENT IN EDUCATION: PRINCIPLES, POLICY AND PRACTICE",1465-329X
ASTÉRION,1762-6110
"ÄSTHETIK UND KOMMUNIKATION",0341-7212
ASTI CONTEMPORANEA,.
ASTROLABIO,1699-7549
ASYLON(S),.
ASYMPTOTIC ANALYSIS,0921-7134
ATELIÊ GEOGRÁFICO,1982-1956
ATELIER,1128-2584
ATENE E ROMA,0004-6493
ATENEO VENETO,0004-6558
ATHANOR,1122-6250
ATHENAEUM,0004-6574
ATHENEA DIGITAL,1578-8946
ATHENS JOURNAL OF EDUCATION,2407-9898
ATHENS JOURNAL OF EDUCATION (ONLINE)],2241-7958
ATLANTIC ECONOMIC JOURNAL,0197-4254
ATLANTIDE,1825-2168
ATQUE,1120-9364
"ATTI - CENTRO DI RICERCHE STORICHE, ROVIGNO",0392-9493
"ATTI - ISTITUTO VENETO DI SCIENZE, LETTERE ED ARTI. CLASSE DI SCIENZE FISICHE, MATEMATICHE E NATURALI",0392-6680
"ATTI - ISTITUTO VENETO DI SCIENZE, LETTERE ED ARTI. CLASSE DI SCIENZE MORALI, LETTERE ED ARTI",0392-1336
ATTI ACCADEMIA PROPERZIANA DEL SUBASIO,.
ATTI DELLA ACCADEMIA DELLE SCIENZE DI TORINO. CLASSE DI SCIENZE FISICHE MATEMATICHE E NATURALI,0001-4419
"ATTI DELLA ACCADEMIA DELLE SCIENZE DI TORINO. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",1122-1380
ATTI DELLA ACCADEMIA LIGURE DI SCIENZE E LETTERE,1122-651X
ATTI DELLA ACCADEMIA MEDICA LOMBARDA,1124-3333
"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI DELLA CLASSE DI SCIENZE FISICHE, MATEMATICHE ENATURALI",0392-7881
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI LINCEI. MATEMATICA E APPLICAZIONI,1120-6330
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI LINCEI. MATEMATICA E APPLICAZIONI,1720-0768
"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181
"ATTI DELLA ACCADEMIA PELORITANA DEI PERICOLANTI. CLASSE DI LETTERE, FILOSOFIA E BELLE ARTI",.
"ATTI DELLA ACCADEMIA ROVERETANA DEGLI AGIATI. CLASSE DI SCIENZE UMANE, LETTERE ED ARTI",1122-6064
"ATTI DELLA ACCADEMIA UDINESE DI SCIENZE, LETTERE ED ARTI",1126-7151
ATTI DELLA FONDAZIONE GIORGIO RONCHI,0391-2051
"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, RENDICONTI",1019-9500
ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III. IN 8,1017-6306
ATTI DELLA SOCIETÀ DEI NATURALISTI E MATEMATICI DI MODENA,0365-7027
ATTI DELLA SOCIETÀ ITALIANA DI SCIENZE NATURALI E DEL MUSEO CIVICO DI STORIA NATURALE DI MILANO,0037-8844
ATTI DELLA SOCIETÀ LIGURE DI STORIA PATRIA,2037-7134
ATTI DELL'ACCADEMIA DEI FISIOCRITICI IN SIENA,0390-7783
ATTI DELL'ACCADEMIA DELLE SCIENZE DELL'ISTITUTO DI BOLOGNA. CLASSE DI SCIENZE MORALI. RENDICONTI,1122-4142
ATTI DELL'ACCADEMIA DELLE SCIENZE DI FERRARA,0365-0464
"ATTI DELL'ACCADEMIA DELLE SCIENZE FISICHE E MATEMATICHE. SOCIETÀ NAZIONALE DI SCIENZE LETTERE ED ARTI INNAPOLI",1121-9351
ATTI DELL'ACCADEMIA DI SCIENZE MORALI E POLITICHE,1121-9270
ATTI DELL'ACCADEMIA LUCCHESE DI SCIENZE LETTERE ED ARTI,0065-0749
ATTI DELL'ACCADEMIA NAZIONALE ITALIANA DI ENTOMOLOGIA. RENDICONTI,0065-0757
ATTI DELL'ACCADEMIA PELORITANA DEI PERICOLANTI,1828-6550
ATTI DELL'ACCADEMIA PONTANIANA,1121-9238
ATTI E MEMORIE - ACCADEMIA NAZIONALE DI SCIENZE LETTERE ED ARTI DI MODENA,1124-2493
ATTI E MEMORIE - ACCADEMIA NAZIONALE VIRGILIANA DI SCIENZE LETTERE ED ARTI,1124-3783
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE ANTICHE PROVINCIE MODENESI,0418-7296
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE MARCHE,1128-2509
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE PROVINCIE DI ROMAGNA,0393-7240
ATTI E MEMORIE - SOCIETÀ SAVONESE DI STORIA PATRIA,0392-033X
ATTI E MEMORIE DELLA ACCADEMIA ARUNTICA DI CARRARA,.
"ATTI E MEMORIE DELLA ACCADEMIA PETRARCA DI LETTERE, ARTI E SCIENZE",0393-2397
ATTI E MEMORIE DELLA SOCIETÀ DALMATA DI STORIA PATRIA,0393-5566
ATTI E MEMORIE DELLA SOCIETÀ DALMATA DI STORIA PATRIA,2281-6348
ATTI E MEMORIE DELLA SOCIETA ISTRIANA DI ARCHEOLOGIA E STORIA PATRIA,0392-0321
"ATTI E MEMORIE DELLA SOCIETÀ TIBURTINA DI STORIA E D'ARTE GIÀ ACCADEMIA DEGLI AGEVOLI E COLONIA DEGLIARCADI SIBILLINI",0394-1663
"ATTI E MEMORIE DELL'ACCADEMIA DI AGRICOLTURA, SCIENZE E LETTERE DI VERONA",0365-0014
ATTI E MEMORIE DELL'ACCADEMIA DI STORIA DELL'ARTE SANITARIA,0365-4109
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI IN PADOVA. PARTE I. ATTI",1592-1735
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI IN PADOVA. PARTE II. MEMORIE DELLACLASSE DI SCIENZE MATEMATICHE E NATURALI",1592-1743
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI. PARTE III. MEMORIE DELLA CLASSE DISCIENZE MORALI, LETTERE ED ARTI",1592-1751
ATTI E MEMORIE DELL'ACCADEMIA TOSCANA DI SCIENZE E LETTERE LA COLOMBARIA,0392-0836
ATTI E MEMORIE. ACCADEMIA ITALIANA DI STORIA DELLA FARMACIA,2421-5392
ATTI E MEMORIE. ATTI - ACCADEMIA NAZIONALE DI SCIENZE LETTERE E ARTI DI MODENA,1724-0182
ATTI E MEMORIE. ISTITUTO PER LO STUDIO E LA VALORIZZAZIONE DI NOTO ANTICA,.
"ATTI E MEMORIE. MEMORIE SCIENTIFICHE, GIURIDICHE, LETTERARIE. ACCADEMIA NAZIONALE DI SCIENZE LETTERE EARTI DI MODENA",1724-0174
ATTI E RASSEGNA TECNICA - SOCIETA' DEGLI INGEGNERI E ARCHITETTI IN TORINO,0004-7287
ATTI E STUDI. ACCADEMIA RAFFAELLO,2039-0475
ATTUALITÀ IN SENOLOGIA,1121-936X
ATTUALITÀ LACANIANA,1828-1958
AUCTORES NOSTRI,2239-9852
AUDIOLOGIA E FONIATRIA,.
AUFGANG,1613-5709
AUFIDUS,0394-297X
AUFKLÄRUNG,0178-7128
AUFKLÄRUNG UND KRITIK,0945-6627
AUGUSTINIAN STUDIES,0094-5323
AUGUSTINIANA,0004-8003
AUGUSTINIANUM,0004-8011
AUGUSTINUS,0004-802X
AULA DE INFANTIL,1577-5615
AUREA PARMA,0004-8062
AURORA,1575-5045
AUS POLITIK UND ZEITGESCHICHTE,0479-611X
AUSTRALASIAN JOURNAL OF EARLY CHILDHOOD,1836-9391
AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY,1449-5554
AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402
AUSTRALASIAN PSYCHIATRY,1039-8562
AUSTRALIAN EDUCATIONAL RESEARCHER,0311-6999
AUSTRALIAN EDUCATIONAL RESEARCHER,2210-5328
AUSTRALIAN JOURNAL OF ENVIRONMENTAL EDUCATION,0814-0626
AUSTRALIAN JOURNAL OF LINGUISTICS,0726-8602
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,1036-1146
AUSTRALIAN JOURNAL OF SPECIAL EDUCATION,0157-7379
AUSTRALIAN SLAVONIC AND EAST EUROPEAN STUDIES,0818-8149
AUT AUT,0005-0601
AUTISMO E DISTURBI DELLO SVILUPPO,1722-4071
AUTO-CARTO; PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER-ASSISTED CARTOGRAPHY,0270-5133
AUTOIMMUNITY REVIEWS,1568-9972
AUTOMATA,1828-9274
AUTONOMIC NEUROSCIENCE: BASIC & CLINICAL,1566-0702
AUTONOMOUS ROBOTS,0929-5593
AUTOPORTRET,1730-3613
AUTREPART,1278-3986
AVANGUARDIA,1128-2452
AXIOMATHES,1122-1151
AXIOMATHES,1572-8390
AYER,1134-2277
AZAFEA,0213-3563
AZIMUTH. PHILOSOPHICAL COORDINATES IN MODERN AND CONTEMPORARY AGE,2282-4863
B@BÈL. VOCI E PERCORSI DELLA DIFFERENZA,1592-8640
B@BELONLINE.NET,1828-5899
B@BELONLINE.PRINT,1974-8558
BABEL,0005-3503
BABEL,0521-9744
BABEL,1277-7897
BABILÓNIA,1646-3730
BABYLONIA,1420-0007
BACHELARDIANA,1972-3784
BALBISEI,.
BALISES,1378-1855
BALKAN JOURNAL OF PHILOSOPHY,.
BAMBINI,0393-4209
BAMBINI IN EUROPA,1593-1986
BAMIDBAR,2079-6943
BANCARIA,0005-4623
BANDUE,1888-346X
BANKHISTORISCHES ARCHIV,0341-6208
BARCELONA QUADERNS D'HISTORIA,1135-3058
BARNABITI STUDI,1594-3445
BAZMAVEP,1722-4969
BEHAVIOR AND PHILOSOPHY,1053-8348
BEHAVIOR GENETICS,0001-8244
BEHAVIORAL AND BRAIN SCIENCES,0140-525X
BEHAVIORAL AND BRAIN SCIENCES,1469-1825
BEHAVIOUR,0005-7959
BEHAVIOUR,1568-539X
BEHAVIOURAL BRAIN RESEARCH,0166-4328
BEHAVIOURAL NEUROLOGY,0953-4180
BEITRAEGE ZUR GESCHICHTE DER PHILOSOPHIE UND THEOLOGIE DES MITTELALTERS,0067-5024
BEITRÄGE ZUR GESCHICHTE DER SPRACHWISSENSCHAFT,0939-2815
BELFAGOR,0005-8351
BELGIAN JOURNAL OF ZOOLOGY,0777-6276
BELPHÉGOR,1499-7185
BENEDICTINA,0392-0356
BÉRÉNICE,1128-7047
BERGOMUM,0005-8955
BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,0170-6233
BERKELEY STUDIES,1947-3737
BERLINER SCHELLING STUDIEN,.
BETWEEN,2039-6597
BIBBIA E ORIENTE,0006-0585
BIBLIA,1630-4977
BIBLICAL INTERPRETATION,0927-2569
BIBLIO 3W,1138-9796
BIBLIOLOGIA,1824-7733
BIBLIOLOGIA,1828-9444
BIBLIOMANIE,2280-8833
BIBLÍON,1824-3061
BIBLIOTECA E SOCIETÀ,0392-2545
BIBLIOTECA ELETTRONICA SU MONTESQUIEU E DINTORNI,2035-5769
BIBLIOTECA FRANCESCANA SARDA,0394-5200
BIBLIOTECA HUSSERLIANA,1826-1604
BIBLIOTECA TEATRALE,0045-1959
BIBLIOTECHE OGGI,0392-8586
BIBLIOTHECA,1720-0652
BIBLIOTHECAE.IT,2280-7934
BIBLIOTHECAE.IT,2283-9364
BIBLIOTHEQUE DE L'ECOLE DES CHARTES,0373-6237
BIBLIOTHÈQUE D'HUMANISME ET RENAISSANCE,0006-1999
BIBLIOTIME,1128-3564
BICENTENARIO,0717-7747
BID. TEXTOS UNIVERSITARIS DE BIBLIOTECONOMIA I DOCUMENTACIÓ,1575-5886
BILDUNG UND ERZIEHUNG,0006-2456
BILDUNGSGESCHICHTE (BAD HEILBRUNN),2192-4295
BILIMNAME,1304-1878
BILINGUALISM,1366-7289
BIOARCHITETTURA,1824-050X
BIOCHIMICA CLINICA,0393-0564
BIOCOSME MESOGEEN,0762-6428
BIODIRITTO,2280-9945
BIODIVERSITY AND CONSERVATION,0960-3115
BIOELECTROMAGNETICS,0197-8462
BIOESSAYS,0265-9247
BIOETHICS,0269-9702
BIO-ETHOS,1972-6341
BIOETICA,1122-2344
BIOETICA E CULTURA,1121-6948
BIOETICA E SOCIETÀ,1973-6371
BIOGEOGRAPHIA,1594-7629
BIOINFORMATICS,1367-4803
BIOLINGUISTICS,1450-3417
BIOLOGIA,0006-3088
BIOLOGIA AMBIENTALE,1129-504X
BIOLOGIA MARINA MEDITERRANEA,1123-4245
BIOLOGICAL CONSERVATION,0006-3207
BIOLOGICAL CYBERNETICS,0340-1200
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4066
BIOLOGICAL THEORY,1555-5542
BIOLOGY & PHILOSOPHY,0169-3867
BIOLOGY AND FERTILITY OF SOILS,0178-2762
BIOMASS & BIOENERGY,0961-9534
BIOMÉDECINE & PHARMACOTHÉRAPIE,0753-3322
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896
BIOSEMIOTICS,1875-1342
BIOSYSTEMS,0303-2647
BIS PAPERS,1609-0381
BIZANTINISTICA,1591-0172
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,1470-0328
BLITYRI,2281-6682
BLOOD TRANSFUSION,1723-2007
BLOOM,2035-5033
BMB. BIBLIOGRAFIA DEI MANOSCRITTI IN SCRITTURA BENEVENTANA,1124-9773
BMC BIOINFORMATICS,1471-2105
BMC HEALTH SERVICES RESEARCH,1472-6963
BMC PHYSIOLOGY,1472-6793
BMC RESEARCH NOTES,1756-0500
BMJ BRITISH MEDICAL JOURNAL,1019-8350
BMJ CASE REPORT,1757-790X
BMJ. BRITISH MEDICAL JOURNAL,0959-8138
BMS. BULLETIN DE METHODOLOGIE SOCIOLOGIQUE,0759-1063
BOCCHERINI ONLINE,2239-8287
BOCHUMER PHILOSOPHISCHES JAHRBUCH FÜR ANTIKE UND MITTELALTER,1384-6663
BOLETÍN DE ESTUDIOS DE FILOSOFÍA Y CULTURA MANUEL MINDÁN,1699-5244
BOLETIN DE LA ASOCIACION DE GEOGRAFOS ESPANOLES,0212-9426
BOLETIN DE LA SOCIEDAD CHILENA DE QUIMICA,0366-1644
BOLETIN DE LA SOCIEDAD ESPAÑOLA DE CIENCIAS DE LAS RELIGIONES,1138-4638
BOLETÍN DEL INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA DR. EMILIO RAVIGNANI,1850-2563
BOLLETTARIO,1723-9761
BOLLETTINO - CENTRO DI STUDI FILOLOGICI E LINGUISTICI SICILIANI,0577-277X
BOLLETTINO - OPERA DEL VOCABOLARIO ITALIANO,1591-8254
BOLLETTINO '900,1124-1578
BOLLETTINO AIB,1121-1490
"BOLLETTINO BIBLIOGRAFICO E RASSEGNA ARCHIVISTICA E DI STUDI STORICI DELLA SARDEGNA E DELLE COMUNITÀSARDE FUORI DALL'ISOLA",.
BOLLETTINO CIRSE,1971-5714
BOLLETTINO DEI CLASSICI,0392-842X
BOLLETTINO DEI DOCENTI DI MATEMATICA,.
BOLLETTINO DEI MUSEI CIVICI VENEZIANI,0027-3864
BOLLETTINO DEL C.I.L.E.A.,1120-2440
BOLLETTINO DEL CENTRO DI STUDI VICHIANI,0392-7334
BOLLETTINO DEL CIRVI,0394-1434
BOLLETTINO DEL DICIANNOVESIMO SECOLO,.
BOLLETTINO DEL DPTU,.
BOLLETTINO DEL MUSEO BODONIANO DI PARMA,0392-2413
BOLLETTINO DEL MUSEO CIVICO DI BASSANO,.
BOLLETTINO DEL MUSEO CIVICO DI PADOVA,0393-0750
BOLLETTINO DEL MUSEO DEL RISORGIMENTO,0523-9478
BOLLETTINO DELLA AS.PE.I.,1721-1700
BOLLETTINO DELLA BADIA GRECA DI GROTTAFERRATA,0005-3783
BOLLETTINO DELLA BIBLIOTECA CIVICA DI VERONA,1721-1727
BOLLETTINO DELLA DEPUTAZIONE DI STORIA PATRIA PER L'UMBRIA,0300-4422
BOLLETTINO DELLA DOMUS MAZZINIANA,0012-5385
"BOLLETTINO DELLA FONDAZIONE NAZIONALE ""VITO FAZIO-ALLMAYER""",1591-3988
BOLLETTINO DELLA SOCIETÀ DI STUDI FIORENTINI,1129-8200
BOLLETTINO DELLA SOCIETÀ DI STUDI VALDESI,0037-8739
BOLLETTINO DELLA SOCIETÀ ENTOMOLOGICA ITALIANA,0373-3491
BOLLETTINO DELLA SOCIETÀ FILOSOFICA ITALIANA,1129-5643
BOLLETTINO DELLA SOCIETÀ GEOGRAFICA ITALIANA,1121-7820
BOLLETTINO DELLA SOCIETÀ GEOLOGICA ITALIANA. VOLUME SPECIALE,1722-2818
BOLLETTINO DELLA SOCIETA' ITALIANA DELLA SCIENZA DEL SUOLO,0390-4865
BOLLETTINO DELLA SOCIETA' ITALIANA DI BIOLOGIA SPERIMENTALE,0037-8771
BOLLETTINO DELLA SOCIETÀ ITALIANA DI FOTOGRAMMETRIA E TOPOGRAFIA,1721-971X
BOLLETTINO DELLA SOCIETÀ PALEONTOLOGICA ITALIANA,0375-7633
BOLLETTINO DELLA SOCIETÀ PAVESE DI STORIA PATRIA,2239-2254
"BOLLETTINO DELLA SOCIETÀ PER GLI STUDI STORICI, ARCHEOLOGICI ED ARTISTICI DELLA PROVINCIA DI CUNEO",0392-0402
BOLLETTINO DELLA SOCIETÀ PIEMONTESE DI ARCHEOLOGIA E BELLE ARTI,1121-9319
BOLLETTINO DELLA SOCIETÀ STORICA PINEROLESE,2035-5084
BOLLETTINO DELLA SOCIETÀ STORICA VALTELLINESE,1591-0342
"BOLLETTINO DELLA UNIONE MATEMATICA ITALIANA. D, ALGEBRA E GEOMETRIA",0393-4713
BOLLETTINO DELL'ACCADEMIA DEGLI EUTELETI DELLA CITTÀ DI SAN MINIATO,2281-521X
BOLLETTINO DELL'ACCADEMIA GIOENIA DI SCIENZE NATURALI IN CATANIA,0393-7143
